aX,aY,aZ,gX,gY,gZ
-0.4,0.22,0.89,-4.06,-0.637.70,
-0.4,0.22,0.89,-3.99,-0.638.26,
-0.4,0.21,0.89,-3.99,-0.498.47,
-0.4,0.21,0.89,-3.99,-0.289.03,
-0.39,0.21,0.89,-3.92,-0.079.17,
-0.39,0.21,0.89,-3.71,0.219.59,
-0.39,0.21,0.89,-3.22,0.3510.15,
-0.4,0.21,0.89,-3.29,0.4210.50,
-0.4,0.22,0.89,-3.22,0.7010.50,
-0.41,0.22,0.89,-3.36,0.8410.43,
-0.41,0.22,0.89,-3.5,0.7010.85,
-0.42,0.22,0.89,-3.92,0.5611.06,
-0.42,0.23,0.89,-4.69,0.7011.13,
-0.43,0.23,0.9,-5.32,0.7010.85,
-0.42,0.22,0.89,-5.81,0.5611.41,
-0.42,0.22,0.89,-6.3,0.5611.41,
-0.41,0.22,0.89,-6.58,0.6311.48,
-0.41,0.21,0.89,-6.86,0.4212.04,
-0.41,0.21,0.89,-6.93,0.5612.11,
-0.4,0.21,0.89,-6.72,0.7012.46,
-0.4,0.2,0.89,-6.51,0.9812.74,
-0.4,0.2,0.89,-6.02,1.4712.67,
-0.4,0.2,0.88,-5.46,1.4713.23,
-0.4,0.2,0.88,-5.04,1.4713.44,
-0.41,0.2,0.88,-4.55,1.6113.79,
-0.41,0.2,0.89,-4.2,1.8913.79,
-0.41,0.2,0.88,-3.85,2.1714.00,
-0.42,0.21,0.88,-3.57,2.3813.93,
-0.42,0.21,0.88,-3.22,2.4514.00,
-0.42,0.21,0.88,-3.01,2.5214.21,
-0.42,0.21,0.89,-2.94,2.5214.14,
-0.42,0.21,0.89,-2.94,2.6614.07,
-0.42,0.21,0.88,-2.66,2.8714.07,
-0.42,0.21,0.88,-2.45,3.1513.65,
-0.42,0.21,0.89,-2.38,3.0813.86,
-0.42,0.21,0.89,-2.52,2.9414.00,
-0.42,0.22,0.89,-2.38,2.8713.30,
-0.42,0.22,0.89,-2.59,3.0813.09,
-0.43,0.22,0.89,-2.38,3.2212.81,
-0.43,0.21,0.88,-2.03,3.2912.18,
-0.42,0.21,0.88,-1.68,3.3612.04,
-0.43,0.21,0.88,-1.68,3.1512.04,
-0.43,0.21,0.88,-1.33,2.8711.48,
-0.43,0.21,0.88,-1.05,3.0111.13,
-0.43,0.2,0.87,-0.42,3.0811.13,
-0.43,0.2,0.87,0.21,3.0810.85,
-0.43,0.2,0.87,0.77,3.1510.71,
-0.43,0.2,0.87,1.4,3.0810.50,
-0.43,0.21,0.87,1.89,3.1510.50,
-0.43,0.21,0.87,2.52,3.2210.01,
-0.43,0.21,0.87,3.15,3.019.80,
-0.43,0.21,0.87,3.78,2.949.52,
-0.43,0.22,0.87,4.2,2.949.03,
-0.44,0.22,0.87,4.41,2.808.96,
-0.44,0.22,0.88,4.83,2.388.40,
-0.44,0.23,0.88,4.76,2.107.91,
-0.44,0.23,0.88,4.06,1.617.63,
-0.43,0.24,0.88,3.5,1.267.21,
-0.44,0.24,0.89,2.8,1.126.93,
-0.43,0.24,0.89,2.03,0.706.51,
-0.43,0.24,0.89,0.91,0.286.30,
-0.43,0.24,0.89,-0.14,0.076.16,
-0.43,0.24,0.89,-1.26,-0.285.88,
-0.43,0.24,0.89,-1.89,-0.635.60,
-0.42,0.23,0.89,-2.45,-0.915.53,
-0.43,0.23,0.89,-2.8,-0.845.39,
-0.42,0.23,0.88,-2.8,-0.705.46,
-0.42,0.22,0.88,-2.8,-0.635.18,
-0.42,0.22,0.87,-2.52,-0.845.32,
-0.42,0.22,0.87,-2.45,-0.775.39,
-0.42,0.22,0.87,-2.03,-0.845.39,
-0.42,0.22,0.87,-1.89,-0.775.53,
-0.41,0.22,0.88,-1.61,-0.775.95,
-0.42,0.22,0.88,-1.26,-0.775.81,
-0.42,0.22,0.88,-1.19,-0.635.81,
-0.42,0.22,0.88,-1.12,-0.355.88,
-0.41,0.22,0.88,-0.77,-0.075.95,
-0.41,0.22,0.88,-0.42,-0.075.60,
-0.41,0.23,0.89,-0.14,0.285.46,
-0.41,0.22,0.89,0.07,0.635.11,
-0.41,0.22,0.88,0.28,1.195.32,
-0.42,0.22,0.88,0.56,1.474.90,
-0.42,0.22,0.88,0.77,1.894.48,
-0.42,0.22,0.88,0.98,2.104.41,
-0.42,0.22,0.88,1.12,2.384.06,
-0.43,0.23,0.88,1.54,2.313.64,
-0.43,0.23,0.88,1.68,2.383.64,
-0.43,0.23,0.88,1.89,2.243.22,
-0.43,0.23,0.88,1.68,2.033.08,
-0.43,0.23,0.88,1.61,1.892.87,
-0.43,0.24,0.88,1.4,1.402.73,
-0.43,0.24,0.88,0.98,0.772.45,
-0.43,0.24,0.88,0.35,0.422.94,
-0.43,0.24,0.88,0.21,0.072.73,
-0.43,0.23,0.88,-0.14,-0.142.59,
-0.42,0.23,0.87,-0.21,-0.352.87,
-0.42,0.23,0.87,-0.07,-0.422.87,
-0.42,0.23,0.88,0,-0.632.80,
-0.42,0.23,0.88,0.28,-0.703.08,
-0.42,0.23,0.88,0.42,-0.632.94,
-0.42,0.23,0.88,0.42,-1.052.87,
-0.42,0.22,0.87,0.35,-1.052.94,
-0.42,0.22,0.87,0.42,-0.983.08,
-0.42,0.22,0.87,0.63,-1.053.15,
-0.42,0.22,0.88,0.84,-0.843.08,
-0.41,0.22,0.88,0.91,-0.702.87,
-0.41,0.22,0.88,0.98,-0.352.45,
-0.41,0.22,0.89,1.12,0.002.31,
-0.41,0.23,0.88,1.26,0.422.10,
-0.41,0.23,0.88,1.33,0.492.10,
-0.41,0.23,0.88,1.47,0.631.54,
-0.42,0.23,0.88,1.47,0.911.05,
-0.42,0.23,0.88,1.61,0.910.98,
-0.42,0.24,0.88,1.75,0.980.70,
-0.42,0.24,0.87,1.89,0.980.35,
-0.43,0.24,0.87,1.96,0.700.07,
-0.43,0.24,0.88,2.1,0.630.00,
-0.42,0.24,0.88,2.31,0.63-0.49,
-0.42,0.24,0.88,2.45,0.70-0.70,
-0.42,0.24,0.88,2.45,0.98-0.70,
-0.42,0.23,0.88,2.66,1.05-0.70,
-0.42,0.23,0.88,3.08,1.19-0.70,
-0.42,0.22,0.88,3.43,1.54-0.49,
-0.42,0.22,0.88,3.85,2.03-0.42,
-0.42,0.22,0.87,4.34,2.45-0.21,
-0.42,0.22,0.87,4.9,2.940.21,
-0.41,0.22,0.87,5.6,3.290.49,
-0.41,0.22,0.87,6.58,3.29-0.21,
-0.41,0.23,0.87,7.14,3.64-0.21,
-0.42,0.24,0.88,7.56,3.99-0.21,
-0.42,0.24,0.88,7.7,4.55-0.91,
-0.43,0.25,0.88,7.91,4.55-0.98,
-0.44,0.26,0.88,7.63,4.62-1.26,
-0.45,0.25,0.87,6.79,4.48-1.61,
-0.45,0.26,0.87,6.09,3.92-1.40,
-0.46,0.26,0.86,5.04,3.08-0.91,
-0.45,0.26,0.86,4.34,2.10-0.77,
-0.44,0.26,0.86,3.78,0.84-0.56,
-0.42,0.26,0.87,3.36,-0.42-0.14,
-0.4,0.26,0.88,2.59,-1.890.35,
-0.39,0.26,0.89,1.12,-2.591.12,
-0.38,0.26,0.9,-0.14,-2.941.54,
-0.38,0.25,0.89,-1.47,-3.012.10,
-0.39,0.24,0.89,-2.38,-2.943.29,
-0.39,0.24,0.89,-2.94,-2.803.57,
-0.4,0.23,0.89,-3.15,-2.454.13,
-0.41,0.23,0.88,-3.08,-2.034.76,
-0.42,0.23,0.87,-2.87,-1.824.76,
-0.42,0.23,0.86,-2.59,-1.404.97,
-0.43,0.23,0.86,-2.31,-1.264.83,
-0.43,0.24,0.87,-1.82,-0.844.76,
-0.43,0.24,0.87,-1.19,-0.354.34,
-0.44,0.24,0.87,-0.7,0.144.55,
-0.44,0.24,0.88,0.28,0.703.78,
-0.44,0.24,0.88,0.63,1.053.43,
-0.45,0.24,0.88,1.19,1.472.73,
-0.44,0.24,0.88,1.47,1.822.10,
-0.44,0.24,0.88,1.68,2.241.19,
-0.44,0.23,0.87,1.82,2.590.91,
-0.43,0.23,0.87,1.96,2.800.35,
-0.44,0.23,0.86,1.82,2.660.14,
-0.45,0.23,0.87,1.82,2.38-0.07,
-0.45,0.23,0.87,2.03,2.10-0.14,
-0.45,0.23,0.86,2.31,1.82-0.42,
-0.45,0.23,0.85,2.52,1.33-0.28,
-0.44,0.24,0.85,2.8,0.07-0.35,
-0.43,0.25,0.86,2.8,-0.84-0.35,
-0.42,0.25,0.86,2.73,-1.82-0.28,
-0.42,0.26,0.87,2.38,-2.73-0.35,
-0.42,0.26,0.88,2.17,-3.360.00,
-0.42,0.26,0.89,2.03,-3.500.14,
-0.42,0.26,0.88,1.47,-2.940.56,
-0.42,0.25,0.88,1.12,-3.430.77,
-0.41,0.25,0.88,0.28,-3.920.98,
-0.41,0.25,0.88,-0.28,-4.131.33,
-0.41,0.25,0.88,-0.84,-4.341.89,
-0.41,0.25,0.88,-0.98,-4.272.17,
-0.41,0.24,0.88,-1.26,-4.062.59,
-0.41,0.24,0.88,-1.4,-3.502.73,
-0.41,0.24,0.88,-1.47,-3.293.01,
-0.4,0.23,0.88,-1.47,-2.873.29,
-0.4,0.23,0.88,-1.61,-2.523.29,
-0.4,0.23,0.89,-1.68,-2.103.50,
-0.4,0.23,0.89,-1.54,-1.473.85,
-0.4,0.22,0.89,-1.4,-1.053.71,
-0.4,0.22,0.88,-1.19,-0.494.06,
-0.4,0.22,0.88,-0.98,-0.144.20,
-0.41,0.22,0.88,-0.63,0.074.20,
-0.42,0.22,0.88,-0.56,0.214.48,
-0.43,0.23,0.88,-0.42,0.284.69,
-0.43,0.23,0.87,-0.21,0.284.62,
-0.43,0.24,0.87,-0.28,0.075.04,
-0.44,0.25,0.87,-0.35,-0.354.97,
-0.44,0.25,0.86,-0.21,-0.984.76,
-0.44,0.25,0.86,-0.07,-1.544.55,
-0.44,0.25,0.87,0.07,-1.964.48,
-0.43,0.25,0.87,0.14,-2.314.55,
-0.44,0.25,0.87,0.14,-2.594.13,
-0.43,0.25,0.87,0.14,-2.593.92,
-0.43,0.25,0.87,-0.21,-2.873.43,
-0.43,0.25,0.88,-0.42,-3.083.15,
-0.43,0.25,0.88,-0.49,-3.012.87,
-0.42,0.24,0.87,-0.42,-3.012.03,
-0.42,0.24,0.85,-0.07,-2.940.70,
-0.49,0.28,0.79,12.46,-9.52-3.78,
-0.58,0.33,0.84,12.11,-13.51-9.87,
-0.45,0.2,0.88,12.32,-13.44-7.84,
-0.26,0.18,0.96,11.27,-6.30-1.40,
-0.27,0.22,0.93,-0.98,-3.573.08,
-0.32,0.22,0.9,-7.84,-1.824.55,
-0.49,0.23,0.89,-5.74,-1.403.78,
-0.44,0.25,0.93,-4.2,-0.141.68,
-0.48,0.24,0.92,0,2.310.56,
-0.47,0.25,0.88,3.78,2.38-1.19,
-0.41,0.23,0.89,4.55,1.40-1.89,
-0.37,0.21,0.88,3.15,0.63-1.89,
-0.37,0.24,0.87,2.38,0.63-1.89,
-0.37,0.27,0.89,1.96,1.61-2.03,
-0.39,0.26,0.88,3.43,1.19-1.19,
-0.41,0.25,0.9,4.83,0.91-0.07,
-0.42,0.24,0.89,5.18,1.470.42,
-0.41,0.24,0.87,4.9,1.750.70,
-0.39,0.23,0.86,3.36,1.122.31,
-0.38,0.23,0.89,1.26,0.984.20,
-0.4,0.22,0.92,-0.35,3.716.58,
-0.4,0.24,0.98,0.63,7.987.49,
-0.4,0.26,1.05,-1.26,14.357.84,
-0.39,0.28,1.06,-0.7,23.458.75,
-0.41,0.29,1,-0.14,27.098.47,
-0.4,0.35,0.97,-2.45,21.565.04,
-0.39,0.38,0.93,-8.82,10.641.61,
-0.42,0.37,0.96,-16.38,6.79-0.07,
-0.45,0.38,1,-21.35,12.11-1.82,
-0.46,0.4,1,-26.11,18.55-5.04,
-0.44,0.41,0.98,-33.6,16.59-9.66,
-0.43,0.36,0.96,-41.44,13.16-12.67,
-0.44,0.29,0.94,-45.64,9.87-14.07,
-0.45,0.23,0.89,-44.8,8.75-15.19,
-0.47,0.19,0.79,-42.91,6.02-14.28,
-0.5,0.15,0.76,-39.76,2.80-12.81,
-0.52,0.13,0.8,-36.47,2.52-11.83,
-0.54,0.16,0.78,-37.31,2.59-10.57,
-0.51,0.17,0.77,-39.97,-1.40-8.96,
-0.43,0.15,0.75,-41.58,-8.33-5.60,
-0.37,0.14,0.75,-41.72,-13.23-2.66,
-0.35,0.16,0.77,-41.93,-16.450.28,
-0.37,0.15,0.77,-38.92,-18.411.68,
-0.37,0.18,0.82,-37.87,-17.504.48,
-0.4,0.18,0.85,-37.73,-17.225.88,
-0.42,0.18,0.88,-38.43,-15.896.16,
-0.42,0.17,0.88,-39.34,-15.475.60,
-0.43,0.12,0.88,-37.87,-15.405.67,
-0.44,0.11,0.86,-35.49,-15.125.74,
-0.43,0.09,0.85,-31.92,-14.495.46,
-0.43,0.08,0.86,-27.44,-13.094.83,
-0.42,0.08,0.88,-22.33,-10.713.29,
-0.42,0.08,0.9,-19.32,-8.471.75,
-0.41,0.07,0.91,-18.62,-6.930.49,
-0.4,0.06,0.9,-19.81,-5.53-0.28,
-0.38,0.04,0.86,-20.58,-7.21-0.07,
-0.38,0.02,0.86,-19.74,-9.101.26,
-0.4,0.04,0.9,-17.36,-7.842.45,
-0.42,0.01,0.89,-16.24,-3.081.61,
-0.41,0.01,0.88,-12.39,0.000.14,
-0.43,0.03,0.87,-11.41,1.75-1.75,
-0.43,0,0.88,-12.32,0.91-1.40,
-0.43,-0.01,0.91,-13.23,0.00-1.82,
-0.44,-0.02,0.89,-11.55,0.56-2.17,
-0.44,-0.05,0.91,-8.26,1.75-2.10,
-0.4,-0.02,0.9,-6.65,3.99-1.33,
-0.38,0,0.91,-2.03,4.48-1.26,
-0.4,0.06,0.93,2.17,3.57-1.47,
-0.44,0.07,0.94,0,1.82-0.70,
-0.46,0.07,0.94,-3.43,2.730.42,
-0.45,0.05,0.9,-5.25,3.220.84,
-0.44,0.02,0.89,-6.3,2.311.26,
-0.42,0.04,0.88,-6.3,0.842.03,
-0.41,0.07,0.9,-4.83,-2.102.73,
-0.4,0.14,0.9,-8.61,-3.294.97,
-0.41,0.21,0.98,-14.07,-4.976.44,
-0.41,0.22,1.04,-19.53,-5.539.17,
-0.46,0.17,1.06,-25.69,-8.8210.57,
-0.48,0.08,1.07,-32.9,-14.289.66,
-0.51,0.02,0.99,-38.36,-16.525.88,
-0.49,-0.02,0.9,-41.23,-13.510.98,
-0.46,0,0.83,-39.06,-7.98-3.29,
-0.48,-0.02,0.83,-34.93,-6.44-4.13,
-0.47,-0.02,0.91,-29.96,-5.67-2.80,
-0.44,0.01,0.98,-28.98,-5.95-2.10,
-0.39,-0.02,1,-32.83,-9.59-3.50,
-0.37,-0.11,0.95,-36.47,-9.66-5.74,
-0.3,-0.1,0.9,-36.89,0.56-7.56,
-0.33,-0.12,0.84,-29.05,7.14-9.45,
-0.35,-0.13,0.8,-18.2,10.99-7.63,
-0.33,-0.1,0.78,-9.73,9.24-6.02,
-0.34,-0.05,0.82,-1.68,4.41-4.90,
-0.35,0.01,0.85,-2.03,2.59-3.85,
-0.4,-0.02,0.91,0.77,5.11-3.22,
-0.43,0,0.9,2.59,7.49-3.29,
-0.43,0.02,0.86,5.04,6.23-4.13,
-0.42,-0.03,0.87,10.92,5.67-5.88,
-0.38,-0.09,0.81,17.01,5.88-5.88,
-0.35,-0.06,0.78,22.4,2.10-4.97,
-0.29,0,0.78,28.21,1.54-3.29,
-0.26,0.05,0.79,32.55,-1.33-0.91,
-0.27,0,0.85,35.35,-2.731.54,
-0.32,-0.03,0.89,37.87,-1.053.64,
-0.41,0,0.89,42.28,2.874.34,
-0.43,0.02,0.87,45.36,8.824.55,
-0.44,0.1,0.86,47.81,9.106.16,
-0.44,0.06,0.89,47.46,6.727.14,
-0.44,-0.15,0.9,42.35,1.1210.29,
-0.46,-0.2,0.91,38.5,-3.2214.35,
-0.44,0.09,0.94,35.42,-3.7818.20,
-0.39,0.15,1.02,31.5,-2.3117.29,
-0.4,0.17,1.11,27.23,-1.7513.58,
-0.43,0.09,1.06,23.38,-3.369.59,
-0.44,0.02,0.97,24.36,-5.466.79,
-0.42,0.06,0.9,26.53,-5.956.09,
-0.4,0.12,0.88,25.76,-6.866.09,
-0.4,0.12,0.88,21.77,-10.295.11,
-0.41,0.09,0.9,17.43,-14.984.69,
-0.44,0.09,0.92,14.07,-16.735.67,
-0.45,0.11,0.93,10.5,-17.016.86,
-0.45,0.12,0.95,7.77,-17.648.12,
-0.45,0.12,0.97,4.83,-18.348.26,
-0.45,0.11,0.98,2.8,-18.557.42,
-0.43,0.12,0.99,2.24,-16.806.30,
-0.41,0.13,0.98,1.82,-13.585.04,
-0.39,0.13,0.98,1.61,-10.853.29,
-0.38,0.14,0.97,0.98,-9.522.38,
-0.36,0.13,0.97,-1.61,-8.191.82,
-0.35,0.12,0.95,-2.73,-7.001.33,
-0.36,0.13,0.95,-4.48,-5.740.77,
-0.37,0.11,0.93,-4.48,-4.76-0.14,
-0.38,0.11,0.92,-3.43,-3.85-1.12,
-0.39,0.11,0.91,-2.45,-3.57-1.89,
-0.4,0.11,0.9,-1.33,-3.36-2.59,
-0.41,0.11,0.89,0,-4.13-3.43,
-0.43,0.11,0.88,-0.42,-6.16-3.01,
-0.44,0.12,0.88,-1.89,-8.47-3.43,
-0.45,0.12,0.88,-3.22,-10.99-4.06,
-0.46,0.13,0.88,-4.27,-13.30-4.69,
-0.44,0.14,0.9,-5.74,-16.24-4.97,
-0.43,0.14,0.91,-6.72,-20.65-5.74,
-0.4,0.12,0.96,-8.05,-25.20-6.65,
-0.34,0.09,1.02,-8.12,-28.70-7.70,
-0.31,0.09,1.04,-10.85,-30.31-8.12,
-0.28,0.06,1.02,-14.7,-26.18-8.54,
-0.24,0.02,0.98,-11.62,-19.88-9.17,
-0.21,-0.01,0.95,-6.72,-15.47-9.45,
-0.18,-0.03,0.93,-2.45,-14.28-8.89,
-0.19,-0.02,0.97,0.56,-13.72-8.33,
-0.23,-0.01,1.02,1.33,-9.94-8.40,
-0.28,0,1.01,3.29,-2.73-8.47,
-0.3,0.01,0.98,5.6,0.21-9.17,
-0.3,0.02,0.96,5.95,1.05-9.66,
-0.31,0.03,0.96,6.09,1.82-10.22,
-0.32,0.05,0.99,5.11,4.41-10.85,
-0.32,0.08,0.99,3.22,8.47-11.69,
-0.3,0.07,0.95,2.03,10.99-11.48,
-0.28,0.05,0.9,2.73,12.46-12.11,
-0.27,0.03,0.92,1.89,15.12-13.37,
-0.26,0.01,0.95,1.61,19.39-13.30,
-0.28,0.01,0.92,3.08,22.68-13.09,
-0.31,0,0.94,5.11,24.57-12.53,
-0.33,0,0.94,7.35,26.25-12.11,
-0.36,0,0.92,9.03,26.39-11.97,
-0.38,-0.02,0.92,10.99,26.39-11.48,
-0.39,-0.02,0.93,13.37,26.88-10.29,
-0.4,0,0.94,14.35,27.44-10.01,
-0.41,0.02,0.93,15.75,28.35-10.29,
-0.42,0.05,0.93,16.1,27.72-10.64,
-0.42,0.09,0.93,15.82,27.86-11.69,
-0.42,0.09,0.94,16.38,28.77-13.02,
-0.43,0.1,0.92,15.96,28.00-13.93,
-0.45,0.11,0.92,14.91,26.25-14.14,
-0.47,0.12,0.93,13.3,22.40-14.28,
-0.48,0.14,0.92,11.69,19.67-14.91,
-0.49,0.15,0.9,10.29,15.75-15.89,
-0.51,0.15,0.9,8.61,8.12-17.50,
-0.51,0.12,0.91,7.21,4.48-17.78,
-0.52,0.1,0.91,5.39,0.70-17.22,
-0.54,0.09,0.89,4.2,-3.36-16.38,
-0.58,0.11,0.88,3.08,-7.77-14.70,
-0.56,0.12,0.87,2.8,-10.85-11.76,
-0.5,0.11,0.86,2.38,-13.16-9.24,
-0.49,0.1,0.85,0.42,-18.55-7.21,
-0.47,0.11,0.86,-3.43,-22.33-6.02,
-0.45,0.1,0.87,-5.25,-24.78-5.18,
-0.43,0.08,0.89,-7.49,-26.74-3.78,
-0.4,0.07,0.9,-8.75,-27.30-2.52,
-0.35,0.08,0.91,-9.45,-25.27-0.91,
-0.35,0.08,0.91,-9.52,-22.540.63,
-0.35,0.07,0.91,-9.17,-21.140.84,
-0.36,0.07,0.91,-8.61,-20.020.84,
-0.4,0.06,0.92,-8.33,-20.860.91,
-0.42,0.06,0.95,-8.4,-19.811.05,
-0.42,0.06,0.97,-8.54,-18.062.38,
-0.43,0.07,0.97,-8.12,-17.154.41,
-0.41,0.08,0.97,-9.03,-16.035.88,
-0.36,0.09,0.96,-10.15,-14.006.93,
-0.31,0.1,0.96,-11.41,-12.467.77,
-0.27,0.1,0.96,-13.09,-11.348.89,
-0.24,0.11,0.97,-14.56,-10.019.03,
-0.22,0.11,1,-15.33,-7.779.24,
-0.19,0.11,1.01,-16.87,-4.209.52,
-0.19,0.09,1,-18.55,-1.339.38,
-0.22,0.06,0.98,-18.76,1.269.24,
-0.25,0.04,0.95,-16.94,3.158.26,
-0.27,0.02,0.92,-13.65,5.257.00,
-0.3,0,0.91,-9.52,6.305.39,
-0.31,0,0.9,-5.39,6.794.62,
-0.32,0,0.9,-2.1,7.913.85,
-0.34,0.01,0.9,-0.07,8.404.13,
-0.37,0.01,0.91,0.28,8.614.55,
-0.4,0.02,0.93,-0.28,8.195.53,
-0.42,0.03,0.93,-1.68,7.006.65,
-0.41,0.04,0.94,-3.5,5.747.49,
-0.39,0.05,0.95,-4.76,4.907.91,
-0.36,0.05,0.95,-4.83,5.187.77,
-0.35,0.05,0.94,-4.48,5.397.77,
-0.37,0.05,0.93,-3.99,5.117.49,
-0.41,0.05,0.92,-3.92,4.697.00,
-0.42,0.04,0.92,-3.64,4.346.30,
-0.42,0.04,0.92,-2.8,3.995.81,
-0.42,0.03,0.92,-1.89,3.295.46,
-0.43,0.03,0.92,-1.33,2.244.97,
-0.44,0.02,0.91,-0.77,1.474.20,
-0.44,0.01,0.9,-0.63,0.423.78,
-0.44,0.02,0.9,-0.77,-0.493.71,
-0.43,0.02,0.91,-1.05,-0.983.22,
-0.41,0.02,0.92,-1.26,-1.192.66,
-0.4,0.01,0.93,-1.54,-0.772.59,
-0.39,0.01,0.94,-1.33,-0.351.68,
-0.38,0.01,0.94,-1.26,0.211.26,
-0.38,0.01,0.95,-0.63,0.910.70,
-0.38,0.01,0.94,0.28,1.68-0.14,
-0.39,0.01,0.93,1.26,2.45-1.12,
-0.39,0,0.92,2.45,3.01-1.68,
-0.39,0,0.91,4.2,3.22-2.52,
-0.4,0,0.9,6.72,3.36-3.08,
-0.41,-0.01,0.89,8.82,3.22-3.57,
-0.41,0,0.88,10.64,2.94-3.78,
-0.4,0.01,0.89,12.25,2.87-3.85,
-0.4,0,0.88,13.86,2.73-4.13,
-0.4,0,0.88,14.98,2.38-4.20,
-0.37,0.04,0.94,1.33,0.001.05,
-0.37,0.04,0.94,1.33,-0.070.98,
-0.37,0.04,0.94,1.54,0.000.56,
-0.37,0.04,0.94,1.54,-0.070.07,
-0.37,0.04,0.94,1.47,-0.070.28,
-0.37,0.04,0.94,1.54,0.140.07,
-0.37,0.04,0.94,1.26,0.070.00,
-0.37,0.04,0.94,1.05,0.140.14,
-0.37,0.04,0.94,0.98,-0.140.35,
-0.37,0.04,0.94,0.91,-0.350.35,
-0.37,0.04,0.94,0.91,-0.350.56,
-0.36,0.04,0.94,0.84,-0.490.56,
-0.36,0.04,0.93,0.77,-0.490.42,
-0.36,0.04,0.94,0.49,-0.700.63,
-0.36,0.04,0.94,0.56,-0.490.70,
-0.36,0.04,0.94,0.56,-0.490.70,
-0.36,0.03,0.94,0.49,-0.281.05,
-0.36,0.03,0.94,0.56,-0.281.12,
-0.36,0.04,0.94,0.63,-0.210.91,
-0.36,0.03,0.94,0.7,-0.141.19,
-0.36,0.03,0.94,0.7,-0.071.05,
-0.36,0.03,0.93,0.7,0.071.19,
-0.36,0.04,0.93,0.63,0.141.33,
-0.36,0.04,0.93,0.42,0.141.47,
-0.36,0.04,0.93,0.28,-0.071.54,
-0.36,0.05,0.92,-17.85,-0.211.75,
-0.36,0.04,0.9,-1.05,-0.771.68,
-0.36,0.03,0.92,-0.77,-1.401.89,
-0.36,0.02,0.94,-0.42,-1.681.96,
-0.37,0.02,0.96,-0.14,-1.402.24,
-0.38,0.01,0.96,0.35,-0.282.38,
-0.37,0.01,0.95,1.12,1.052.31,
-0.37,0.02,0.94,2.17,1.682.17,
-0.37,0.02,0.93,2.8,2.172.03,
-0.36,0.03,0.93,3.15,2.382.03,
-0.36,0.03,0.94,3.15,2.312.03,
-0.36,0.04,0.94,2.8,2.521.96,
-0.37,0.04,0.94,2.52,2.592.24,
-0.37,0.04,0.94,2.31,2.732.10,
-0.37,0.05,0.93,2.24,2.521.82,
-0.38,0.05,0.93,2.24,2.171.89,
-0.38,0.05,0.93,1.96,1.752.24,
-0.38,0.06,0.94,1.75,1.262.38,
-0.38,0.06,0.94,1.54,0.842.59,
-0.37,0.07,0.94,1.33,0.492.59,
-0.36,0.07,0.94,1.05,0.072.31,
-0.36,0.07,0.94,0.49,-0.212.59,
-0.36,0.07,0.94,0.14,-0.492.59,
-0.36,0.07,0.94,-0.14,-0.702.38,
-0.36,0.06,0.94,-0.49,-0.982.59,
-0.37,0.06,0.94,-0.84,-1.122.52,
-0.37,0.06,0.94,-1.4,-1.122.52,
-0.36,0.06,0.93,-1.68,-1.332.31,
-0.37,0.06,0.93,-1.96,-1.262.17,
-0.36,0.06,0.93,-2.24,-1.261.75,
-0.36,0.05,0.93,-2.45,-1.191.47,
-0.36,0.04,0.93,-2.73,-1.331.33,
-0.37,0.03,0.93,-2.73,-1.190.84,
-0.37,0.03,0.94,-2.59,-0.630.91,
-0.37,0.02,0.94,-2.03,0.000.91,
-0.37,0.02,0.94,-1.33,1.050.42,
-0.38,0.02,0.93,-0.84,1.890.21,
-0.38,0.01,0.92,-0.21,2.240.21,
-0.39,0.01,0.92,0.14,2.660.14,
-0.39,0.01,0.92,0.49,2.660.28,
-0.38,0.01,0.92,0.7,2.730.49,
-0.38,0.01,0.93,1.05,2.450.42,
-0.38,0.01,0.93,1.47,1.890.35,
-0.38,0.01,0.93,1.89,1.680.35,
-0.38,0.02,0.93,2.38,1.820.21,
-0.37,0.02,0.93,2.45,1.890.63,
-0.37,0.02,0.92,2.45,1.820.77,
-0.38,0.03,0.93,2.31,1.541.33,
-0.38,0.03,0.93,1.96,1.401.75,
-0.39,0.04,0.94,1.75,1.051.68,
-0.39,0.05,0.93,1.68,0.561.96,
-0.39,0.05,0.93,1.4,-0.212.03,
-0.39,0.06,0.93,1.12,-0.772.03,
-0.39,0.06,0.93,0.84,-1.401.89,
-0.39,0.06,0.93,0.42,-1.681.68,
-0.38,0.05,0.93,0.07,-2.031.68,
-0.37,0.05,0.93,0,-2.101.40,
-0.37,0.04,0.93,0.21,-1.961.12,
-0.37,0.04,0.93,0.28,-1.610.91,
-0.37,0.03,0.93,0.42,-1.540.70,
-0.37,0.03,0.94,0.63,-1.190.56,
-0.37,0.03,0.94,0.98,-1.050.28,
-0.37,0.02,0.94,1.19,-0.42-0.28,
-0.37,0.02,0.94,1.68,0.21-0.49,
-0.37,0.02,0.94,2.24,0.77-0.77,
-0.37,0.03,0.94,2.59,1.26-1.19,
-0.37,0.03,0.93,3.01,1.82-1.61,
-0.37,0.02,0.93,3.08,2.38-0.98,
-0.37,0.02,0.93,3.36,2.45-1.33,
-0.38,0.03,0.93,3.22,2.31-1.05,
-0.38,0.03,0.93,3.08,1.89-0.70,
-0.39,0.03,0.93,3.22,1.61-0.63,
-0.39,0.03,0.93,3.15,1.26-0.28,
-0.39,0.04,0.92,3.01,0.840.14,
