aX,aY,aZ,gX,gY,gZ
-0.05,0.85,0.48,1.4,0.771.47,
-0.05,0.85,0.48,1.47,0.980.98,
-0.05,0.85,0.48,1.54,1.331.26,
-0.05,0.85,0.48,1.61,2.030.98,
-0.05,0.86,0.48,1.68,2.101.19,
-0.05,0.86,0.48,1.54,2.451.05,
-0.05,0.86,0.48,1.4,2.451.33,
-0.05,0.86,0.48,1.47,2.450.91,
-0.05,0.86,0.48,1.4,2.171.12,
-0.05,0.86,0.48,1.54,1.961.05,
-0.05,0.86,0.48,1.47,1.541.19,
-0.05,0.86,0.48,1.54,1.120.91,
-0.05,0.86,0.48,1.47,0.910.77,
-0.05,0.86,0.48,1.47,0.701.05,
-0.05,0.86,0.48,1.33,0.630.98,
-0.05,0.86,0.48,1.33,0.841.12,
-0.05,0.86,0.48,1.26,1.051.12,
-0.05,0.86,0.48,1.4,1.190.98,
-0.05,0.86,0.48,1.47,1.401.19,
-0.05,0.86,0.48,1.54,1.610.91,
-0.05,0.86,0.48,1.54,1.540.91,
-0.05,0.86,0.48,1.47,1.541.33,
-0.05,0.86,0.48,1.54,1.611.26,
-0.05,0.86,0.48,1.61,1.471.26,
-0.05,0.86,0.48,1.47,1.401.33,
-0.05,0.86,0.48,1.68,0.981.12,
-0.05,0.86,0.48,1.68,0.910.84,
-0.05,0.86,0.48,1.26,0.701.19,
-0.05,0.86,0.48,1.26,0.701.05,
-0.05,0.86,0.47,1.12,0.771.12,
-0.05,0.86,0.47,1.12,0.981.47,
-0.05,0.86,0.47,1.05,1.121.26,
-0.05,0.86,0.47,1.05,1.331.12,
-0.05,0.86,0.47,1.26,1.190.98,
-0.05,0.86,0.47,1.54,0.980.56,
-0.05,0.86,0.48,1.75,0.630.63,
-0.06,0.86,0.48,1.68,0.140.49,
-0.05,0.86,0.47,1.82,-0.210.28,
-0.05,0.86,0.48,1.82,-0.630.21,
-0.05,0.86,0.48,1.68,-0.910.21,
-0.05,0.86,0.48,1.47,-1.050.42,
-0.05,0.86,0.47,1.33,-0.980.28,
-0.05,0.86,0.47,1.05,-0.980.70,
-0.05,0.87,0.47,0.77,-1.050.91,
-0.06,0.86,0.47,0.77,-1.330.84,
-0.06,0.86,0.47,0.63,-1.610.98,
-0.06,0.86,0.47,0.63,-1.820.42,
-0.05,0.86,0.47,0.98,-1.820.28,
-0.05,0.86,0.48,1.05,-2.030.63,
-0.05,0.86,0.48,1.12,-1.820.63,
-0.05,0.86,0.48,1.19,-1.820.56,
-0.04,0.86,0.48,1.05,-1.541.05,
-0.04,0.86,0.48,0.77,-1.191.26,
-0.04,0.86,0.48,0.77,-0.841.26,
-0.04,0.86,0.47,0.63,-0.281.19,
-0.04,0.86,0.47,0.77,-0.141.12,
-0.05,0.85,0.47,0.91,0.070.91,
-0.05,0.85,0.47,1.26,-0.071.19,
-0.05,0.86,0.48,1.47,0.350.70,
-0.05,0.86,0.48,1.75,0.490.49,
-0.04,0.86,0.48,1.89,0.770.56,
-0.04,0.86,0.48,1.89,1.050.42,
-0.04,0.86,0.48,1.82,1.260.56,
-0.05,0.86,0.48,1.68,1.470.98,
-0.05,0.86,0.48,1.54,1.540.98,
-0.05,0.86,0.48,1.54,1.540.77,
-0.05,0.86,0.48,1.26,1.610.84,
-0.05,0.86,0.48,1.19,1.400.91,
-0.05,0.86,0.47,1.19,1.190.56,
-0.05,0.86,0.47,1.12,1.050.28,
-0.05,0.86,0.47,1.19,1.12-0.14,
-0.05,0.86,0.47,1.4,1.12-0.56,
-0.05,0.86,0.47,1.61,0.70-0.49,
-0.05,0.86,0.47,1.82,0.42-0.91,
-0.06,0.86,0.47,2.1,0.07-0.98,
-0.05,0.86,0.48,2.38,-1.19,
-0.05,0.86,0.47,2.52,-1.12,
-0.05,0.86,0.47,2.66,-1.05,
-0.05,0.86,0.47,2.59,-0.700.07,
-0.05,0.86,0.48,2.59,-0.560.42,
-0.05,0.86,0.47,2.31,-0.210.35,
-0.05,0.86,0.47,1.96,-0.140.56,
-0.06,0.87,0.47,1.68,-0.420.42,
-0.06,0.87,0.47,1.4,-0.560.14,
-0.06,0.87,0.47,0.98,-0.700.14,
-0.06,0.87,0.47,0.91,-0.700.84,
-0.06,0.87,0.48,0.7,-0.770.63,
-0.06,0.86,0.48,0.63,-0.770.63,
-0.05,0.86,0.48,0.63,-0.910.84,
-0.05,0.86,0.48,0.63,-0.770.70,
-0.05,0.86,0.47,0.56,-0.770.91,
-0.05,0.86,0.48,0.7,-0.490.98,
-0.05,0.86,0.47,0.7,-0.561.40,
-0.05,0.86,0.47,0.7,-0.211.19,
-0.05,0.86,0.47,0.84,-0.141.12,
-0.05,0.86,0.47,0.91,0.001.33,
-0.05,0.86,0.47,1.12,0.281.33,
-0.06,0.86,0.47,1.26,0.701.33,
-0.06,0.86,0.47,1.54,0.631.19,
-0.06,0.86,0.48,1.82,0.770.91,
-0.06,0.86,0.48,1.68,0.770.98,
-0.06,0.86,0.48,1.75,0.700.77,
-0.06,0.87,0.48,1.47,0.630.42,
-0.06,0.87,0.47,1.33,0.490.49,
-0.06,0.87,0.47,1.12,0.770.42,
-0.06,0.87,0.47,1.05,0.770.42,
-0.06,0.86,0.47,1.05,0.910.42,
-0.07,0.86,0.47,1.26,0.980.42,
-0.07,0.86,0.47,1.47,0.980.49,
-0.06,0.86,0.47,1.54,0.770.28,
-0.06,0.86,0.47,1.61,0.770.63,
-0.06,0.86,0.47,1.75,0.700.63,
-0.06,0.86,0.47,1.82,0.350.42,
-0.06,0.86,0.47,1.54,0.280.56,
-0.06,0.86,0.47,1.54,0.140.84,
-0.06,0.86,0.47,1.47,0.000.84,
-0.06,0.86,0.47,1.4,-0.070.21,
-0.06,0.86,0.47,1.4,-0.140.07,
-0.06,0.86,0.47,1.4,-0.350.49,
-0.06,0.86,0.47,1.4,-0.070.56,
-0.06,0.86,0.47,1.33,0.070.21,
-0.06,0.86,0.47,1.4,0.140.21,
-0.06,0.86,0.47,1.12,0.140.56,
-0.06,0.86,0.47,1.19,-17.920.28,
-0.06,0.86,0.47,1.05,-0.490.42,
-0.06,0.86,0.47,1.12,-0.490.49,
-0.06,0.87,0.46,0.98,-0.630.56,
-0.06,0.86,0.47,1.12,-0.840.63,
-0.06,0.87,0.47,0.91,-0.771.05,
-0.06,0.87,0.47,0.98,-0.700.84,
-0.06,0.86,0.47,1.12,-0.490.56,
-0.06,0.86,0.47,1.19,-0.350.84,
-0.06,0.86,0.47,1.33,-0.210.63,
-0.05,0.86,0.47,1.68,0.000.63,
-0.06,0.86,0.47,1.61,0.210.56,
-0.06,0.86,0.47,1.61,0.350.35,
-0.06,0.87,0.47,1.54,0.140.56,
-0.06,0.86,0.47,1.47,-0.070.91,
-0.06,0.87,0.47,1.12,-0.140.84,
-0.06,0.87,0.47,1.12,-0.210.63,
-0.06,0.87,0.47,1.12,-0.070.77,
-0.06,0.87,0.47,1.05,0.14-0.07,
-0.06,0.87,0.47,1.12,0.140.49,
-0.06,0.87,0.47,1.12,-0.140.49,
-0.06,0.86,0.47,1.12,-0.280.63,
-0.06,0.86,0.47,1.19,-0.210.42,
-0.06,0.86,0.47,1.19,-0.210.77,
-0.06,0.86,0.47,1.12,0.000.77,
-0.06,0.86,0.47,1.26,0.210.35,
-0.06,0.87,0.47,1.12,0.141.05,
-0.06,0.87,0.47,1.12,-0.070.91,
-0.06,0.87,0.47,1.19,-0.210.49,
-0.06,0.87,0.47,1.05,-0.280.63,
-0.06,0.87,0.47,0.77,-0.350.35,
-0.06,0.86,0.47,0.84,-0.280.42,
-0.06,0.86,0.47,0.98,-0.280.49,
-0.06,0.86,0.47,1.12,-0.280.35,
-0.06,0.86,0.47,1.12,-0.140.56,
-0.06,0.86,0.47,1.26,-0.210.42,
-0.06,0.86,0.47,1.26,-0.140.42,
-0.06,0.86,0.47,1.33,-0.350.56,
-0.06,0.86,0.47,1.19,-0.490.56,
-0.06,0.87,0.47,1.19,-0.630.42,
-0.06,0.87,0.47,1.12,-0.630.28,
-0.06,0.87,0.47,0.91,-0.560.84,
-0.06,0.87,0.47,0.84,-0.700.49,
-0.06,0.86,0.47,0.91,-0.630.56,
-0.06,0.87,0.47,0.91,-0.420.70,
-0.06,0.86,0.47,0.91,-0.560.28,
-0.06,0.86,0.47,0.91,-0.350.42,
-0.06,0.86,0.47,1.05,-0.420.28,
-0.07,0.86,0.47,1.19,-0.490.63,
-0.06,0.86,0.47,1.33,-0.490.07,
-0.06,0.86,0.47,1.4,-0.490.21,
-0.06,0.86,0.47,1.33,-0.490.35,
-0.06,0.87,0.47,1.33,-0.140.63,
-0.06,0.87,0.47,1.33,-0.140.42,
-0.06,0.87,0.47,1.05,0.070.77,
-0.06,0.87,0.47,0.91,0.140.63,
-0.06,0.87,0.47,0.77,-0.210.91,
-0.06,0.87,0.47,0.7,-0.351.33,
-0.07,0.86,0.47,0.77,-0.211.26,
-0.07,0.86,0.47,0.7,-0.211.54,
-0.07,0.86,0.47,0.56,-0.351.61,
-0.07,0.86,0.47,0.42,-0.141.40,
-0.06,0.86,0.47,0.49,-0.071.75,
-0.06,0.86,0.47,0.63,0.281.61,
-0.06,0.86,0.47,0.56,0.421.82,
-0.06,0.86,0.47,0.63,0.701.75,
-0.06,0.86,0.47,0.91,0.701.96,
-0.07,0.86,0.48,0.98,0.702.10,
-0.07,0.86,0.48,1.19,0.631.89,
-0.06,0.86,0.48,1.26,0.981.89,
-0.07,0.86,0.48,1.26,1.401.68,
-0.06,0.87,0.48,0.91,2.031.33,
-0.05,0.86,0.48,0.91,2.870.77,
-0.05,0.86,0.48,0.91,3.151.26,
-0.06,0.87,0.48,0.7,3.361.33,
-0.06,0.86,0.47,0.56,3.081.54,
-0.07,0.86,0.47,0.56,2.871.19,
-0.06,0.86,0.47,0.49,3.081.54,
-0.06,0.86,0.47,0.56,3.221.47,
-0.06,0.86,0.47,0.7,3.501.26,
-0.06,0.85,0.47,0.91,3.501.82,
-0.06,0.86,0.47,0.91,3.432.17,
-0.06,0.86,0.46,0.84,3.432.38,
-0.07,0.86,0.47,0.77,3.432.87,
-0.07,0.87,0.46,0.56,3.432.94,
-0.07,0.87,0.47,0.49,3.292.66,
-0.06,0.87,0.46,0.21,3.502.59,
-0.07,0.87,0.47,0.35,3.292.59,
-0.07,0.86,0.46,0.35,3.362.31,
-0.06,0.86,0.46,0.49,3.082.10,
-0.06,0.86,0.47,0.56,3.082.52,
-0.06,0.86,0.46,0.56,2.942.38,
-0.06,0.86,0.47,0.63,2.872.24,
-0.06,0.86,0.46,0.56,2.872.31,
-0.06,0.86,0.46,0.42,2.942.73,
-0.07,0.86,0.46,0.7,2.872.52,
-0.07,0.87,0.46,0.7,2.872.24,
-0.07,0.87,0.46,0.77,2.732.03,
-0.07,0.87,0.46,0.84,2.521.75,
-0.07,0.87,0.46,1.12,2.311.82,
-0.07,0.87,0.47,1.26,2.311.47,
-0.07,0.86,0.47,1.33,2.451.47,
-0.07,0.86,0.47,1.47,2.591.19,
-0.07,0.86,0.47,1.61,2.521.12,
-0.07,0.86,0.47,1.75,2.240.91,
-0.07,0.86,0.47,1.68,2.031.19,
-0.07,0.87,0.47,1.61,1.821.47,
-0.07,0.87,0.46,1.4,1.471.47,
-0.07,0.87,0.46,1.12,1.261.89,
-0.07,0.86,0.46,0.91,1.121.96,
-0.07,0.86,0.47,0.7,1.261.82,
-0.07,0.86,0.47,0.7,1.122.03,
-0.07,0.87,0.47,0.35,0.772.03,
-0.07,0.87,0.47,0,0.141.68,
-0.07,0.87,0.46,-0.21,-0.281.47,
-0.07,0.87,0.46,-0.35,-0.841.89,
-0.07,0.86,0.46,-0.49,-1.121.40,
-0.07,0.86,0.47,-0.21,-1.331.89,
-0.07,0.87,0.48,0.28,-0.631.75,
-0.06,0.87,0.48,0.77,-0.561.05,
-0.06,0.87,0.47,0.7,-0.420.98,
-0.05,0.86,0.46,0.49,-0.070.56,
-0.05,0.86,0.45,0.21,0.840.84,
-0.06,0.86,0.45,0.35,1.541.61,
-0.06,0.87,0.45,0.63,1.961.75,
-0.06,0.87,0.46,0.49,2.241.75,
-0.06,0.87,0.46,0.07,2.802.10,
-0.05,0.87,0.46,-0.14,3.291.89,
-0.05,0.87,0.46,-0.42,3.782.24,
-0.05,0.87,0.46,-0.7,4.412.59,
-0.05,0.86,0.46,-0.84,4.412.80,
-0.06,0.86,0.46,-0.7,4.132.66,
-0.06,0.86,0.46,-0.7,3.643.15,
-0.06,0.86,0.46,-0.56,2.803.29,
-0.06,0.86,0.46,-0.42,2.103.50,
-0.05,0.86,0.47,-0.21,1.683.22,
-0.05,0.87,0.47,-0.21,1.542.87,
-0.05,0.87,0.47,-0.42,1.333.29,
-0.04,0.88,0.47,-0.84,1.823.22,
-0.04,0.88,0.47,-1.26,1.893.22,
-0.05,0.88,0.47,-1.68,1.963.36,
-0.05,0.88,0.46,-2.17,1.893.43,
-0.05,0.88,0.45,-2.52,2.243.64,
-0.05,0.88,0.45,-2.8,2.803.43,
-0.05,0.87,0.45,-2.94,3.713.71,
-0.06,0.87,0.46,-2.59,4.273.50,
-0.06,0.86,0.47,-1.82,4.483.78,
-0.07,0.86,0.47,-0.84,4.693.57,
-0.07,0.86,0.47,-0.14,4.553.15,
-0.06,0.87,0.47,-0.07,4.482.80,
-0.07,0.86,0.47,0.14,4.272.94,
-0.07,0.86,0.47,0.28,4.412.87,
-0.07,0.86,0.47,0.42,4.483.15,
-0.08,0.86,0.47,0.42,4.552.59,
-0.08,0.86,0.47,0.21,4.832.52,
-0.08,0.85,0.47,0,4.972.45,
-0.08,0.85,0.47,-0.14,4.762.24,
-0.08,0.85,0.47,-0.14,4.341.68,
-0.1,0.85,0.48,0.07,3.290.98,
-0.1,0.86,0.49,0.63,2.310.84,
-0.1,0.86,0.49,0.84,1.260.49,
-0.1,0.86,0.49,0.91,0.07-0.21,
-0.09,0.86,0.49,0.77,-0.63,
-0.09,0.86,0.49,0.49,-1.12,
-0.08,0.86,0.48,-0.07,-1.19,
-0.08,0.86,0.48,-0.56,-1.4,
-0.08,0.85,0.48,-0.77,-1.33,
-0.08,0.85,0.49,-0.7,-1.260.14,
-0.08,0.85,0.49,-0.56,-1.330.42,
-0.08,0.85,0.5,-0.14,-1.120.42,
-0.08,0.85,0.5,0.35,-0.910.28,
-0.07,0.84,0.5,0.7,-0.630.00,
-0.07,0.84,0.5,1.12,-0.28,
-0.07,0.84,0.5,1.33,0.280.14,
-0.07,0.84,0.49,1.33,0.770.21,
-0.07,0.84,0.5,1.33,0.980.35,
-0.07,0.84,0.49,0.98,1.191.54,
-0.07,0.84,0.49,0.7,1.191.61,
-0.08,0.84,0.49,0.56,0.982.03,
-0.08,0.84,0.5,0.77,0.842.38,
-0.07,0.85,0.5,0.91,0.772.31,
-0.07,0.84,0.5,1.12,0.562.73,
-0.07,0.84,0.5,1.19,0.213.15,
-0.06,0.83,0.5,1.33,0.353.08,
-0.06,0.83,0.5,1.54,0.423.71,
-0.05,0.83,0.5,1.96,0.563.85,
-0.06,0.83,0.5,2.45,0.703.99,
-0.06,0.84,0.5,2.87,0.774.34,
-0.06,0.85,0.5,2.94,1.054.62,
-0.06,0.86,0.51,2.87,1.194.34,
-0.06,0.86,0.5,2.73,0.914.13,
-0.07,0.85,0.5,3.08,0.773.92,
-0.08,0.86,0.51,3.64,0.423.08,
-0.07,0.86,0.51,3.78,0.632.31,
-0.07,0.86,0.51,3.5,1.541.33,
-0.06,0.84,0.51,3.36,2.940.84,
-0.06,0.84,0.5,3.5,4.550.84,
-0.06,0.85,0.5,3.43,5.670.84,
-0.06,0.85,0.5,3.85,6.301.19,
-0.06,0.86,0.49,3.99,6.721.19,
-0.07,0.86,0.49,4.48,6.931.33,
-0.07,0.86,0.49,5.18,7.141.05,
-0.08,0.86,0.48,5.39,7.280.91,
-0.08,0.86,0.48,5.53,7.140.77,
-0.08,0.86,0.47,5.32,6.580.70,
-0.09,0.85,0.48,5.11,5.810.35,
-0.09,0.85,0.46,5.46,4.900.35,
-0.09,0.85,0.45,5.74,3.990.14,
-0.09,0.85,0.46,5.88,2.520.21,
-0.09,0.86,0.47,5.6,1.400.70,
-0.09,0.87,0.48,5.11,0.560.49,
-0.09,0.87,0.5,5.32,0.140.63,
-0.08,0.87,0.5,5.81,0.420.49,
-0.07,0.86,0.48,5.88,0.91-0.07,
-0.06,0.86,0.47,5.39,1.68-0.14,
-0.04,0.85,0.47,5.04,2.940.42,
-0.04,0.84,0.47,5.88,5.250.91,
-0.05,0.84,0.47,5.67,6.511.33,
-0.04,0.84,0.47,6.58,8.261.96,
-0.05,0.85,0.47,6.65,8.962.59,
-0.05,0.85,0.47,7,8.543.08,
-0.05,0.86,0.46,7.35,7.563.57,
-0.05,0.87,0.47,7.28,6.093.50,
-0.05,0.86,0.48,7.42,5.114.20,
-0.05,0.87,0.47,8.33,4.903.99,
-0.06,0.87,0.47,8.75,5.183.57,
-0.07,0.87,0.46,8.89,5.602.94,
-0.08,0.87,0.45,9.24,6.022.52,
-0.08,0.87,0.45,9.8,6.651.82,
-0.08,0.87,0.44,9.87,7.981.54,
-0.08,0.87,0.44,9.59,9.451.54,
-0.08,0.87,0.43,9.59,10.361.05,
-0.09,0.87,0.42,9.03,10.850.84,
-0.09,0.87,0.42,8.47,10.920.98,
-0.09,0.87,0.42,7.84,10.571.12,
-0.1,0.87,0.43,7.98,10.500.42,
-0.1,0.88,0.45,8.68,9.870.49,
-0.11,0.88,0.46,9.59,9.24-0.28,
-0.1,0.89,0.48,9.94,8.40-0.63,
-0.08,0.89,0.48,9.66,7.63-1.47,
-0.06,0.89,0.48,8.96,7.00-2.17,
-0.05,0.88,0.47,8.33,6.72-2.24,
-0.04,0.88,0.47,6.93,6.51-1.54,
-0.05,0.88,0.47,5.81,7.00-0.84,
-0.05,0.87,0.47,4.34,7.630.14,
-0.05,0.87,0.49,3.5,8.191.12,
-0.06,0.85,0.49,3.01,9.031.54,
-0.06,0.83,0.48,3.5,9.802.24,
-0.05,0.83,0.48,4.27,10.292.94,
-0.04,0.81,0.47,5.46,10.503.85,
-0.04,0.81,0.47,7.63,10.994.62,
-0.04,0.81,0.47,9.94,11.345.81,
-0.04,0.82,0.46,11.83,11.556.93,
-0.05,0.83,0.46,12.74,11.348.40,
-0.05,0.84,0.46,12.95,11.279.31,
-0.06,0.85,0.46,13.09,11.3410.36,
-0.06,0.86,0.46,13.51,12.3910.99,
-0.06,0.87,0.46,14,12.6011.20,
-0.07,0.87,0.47,13.16,13.3711.48,
-0.07,0.87,0.47,11.62,13.6510.78,
-0.07,0.86,0.47,10.85,13.939.87,
-0.07,0.86,0.45,9.94,14.149.31,
-0.08,0.85,0.45,9.87,14.288.40,
-0.08,0.83,0.44,10.92,14.149.03,
-0.08,0.82,0.43,13.09,14.569.24,
-0.08,0.83,0.42,16.52,16.109.59,
-0.06,0.83,0.42,18.83,15.7510.78,
-0.06,0.85,0.43,21.42,16.0312.67,
-0.05,0.88,0.43,22.68,16.3113.72,
-0.04,0.89,0.43,24.29,17.3614.28,
-0.04,0.92,0.43,22.54,17.9915.05,
-0.02,0.91,0.43,21.28,18.9015.47,
-0.02,0.93,0.41,21.49,20.3015.33,
-0.02,0.92,0.39,20.44,20.8615.75,
-0.04,0.92,0.37,20.65,21.2115.68,
-0.06,0.91,0.34,20.51,21.3515.82,
-0.08,0.9,0.32,19.81,20.0216.17,
-0.09,0.87,0.31,20.3,19.4616.03,
-0.12,0.9,0.29,20.09,16.9415.68,
-0.11,0.89,0.28,21.49,13.6515.19,
-0.09,0.91,0.27,22.47,9.4512.46,
-0.07,0.92,0.27,22.89,4.489.66,
-0.04,0.93,0.28,23.03,1.546.65,
-0.02,0.92,0.29,23.52,0.004.48,
-0.02,0.93,0.29,23.17,-0.492.73,
-0.02,0.92,0.29,22.68,-0.562.10,
-0.01,0.91,0.31,23.03,0.351.89,
0,0.92,0.31,23.1,1.121.96,
0.05,0.92,0.31,24.71,1.331.68,
0.07,0.94,0.28,24.99,0.912.59,
0.09,0.95,0.28,25.34,0.843.01,
0.1,0.97,0.3,25.41,2.524.69,
0.08,1,0.29,24.43,3.575.88,
0.07,1,0.29,23.1,4.135.67,
0.08,0.99,0.3,21.49,7.006.51,
0.06,0.97,0.29,21.21,10.295.95,
0.05,0.95,0.29,22.12,13.305.04,
0.03,0.94,0.3,23.66,15.544.06,
0.03,0.94,0.29,25.34,17.852.66,
0.02,0.95,0.29,26.6,19.181.12,
0.01,0.98,0.31,26.81,19.950.42,
0,0.97,0.29,29.05,19.11-0.77,
-0.01,0.96,0.29,28.98,17.71-1.33,
-0.02,0.94,0.27,29.47,15.68-2.94,
0.12,1,0.24,24.36,-133.14,
0.19,1.05,0.16,18.48,-134.75,
0.23,1.02,0.12,14.14,-132.86,
0.27,1,0.12,10.92,-127.68,
0.28,1.02,0.14,9.17,-118.58,
0.28,1.1,0.18,7.42,-111.86,
0.22,1.12,0.18,5.46,-100.52,
0.21,1.17,0.17,0.77,-91.7,
0.21,1.16,0.16,-2.94,-82.53,
0.21,1.11,0.21,-5.39,-75.53,
0.17,1.06,0.28,-8.96,-70.56,
0.15,1.02,0.33,-14.56,-67.622.31,
0.13,1.01,0.37,-22.05,-65.803.50,
0.12,1.01,0.37,-31.29,-66.225.67,
0.09,1,0.37,-44.94,-67.908.12,
0.06,1.01,0.41,-55.58,-68.9511.06,
0.05,1.04,0.4,-67.9,-68.1815.26,
0.01,1.06,0.34,-83.86,-66.6425.34,
-0.04,1.07,0.3,-102.55,-64.2636.33,
-0.11,1.05,0.25,-124.95,-59.7848.79,
-0.16,0.99,0.25,-145.11,-56.7063.00,
-0.22,0.94,0.23,-164.85,-60.0675.88,
-0.3,0.92,0.28,-175.14,-70.0085.12,
-0.39,0.97,0.44,-177.94,-82.1186.80,
-0.43,1.01,0.63,-167.09,-85.3382.53,
-0.49,1.18,0.67,-147.91,-81.9773.99,
-0.58,1.42,0.51,-132.09,-78.4755.30,
-0.69,1.6,0.4,-131.04,-73.9938.78,
-0.34,1.45,0.31,-131.32,-66.1523.24,
-0.21,1.34,0.45,-120.96,-57.5411.41,
-0.13,1.3,0.56,-110.18,-53.55,
0.01,1.07,0.63,-101.43,-50.61,
0.18,1.01,0.64,-101.36,-37.24,
0.19,0.92,0.63,-96.46,-28.14,
0.17,0.89,0.55,-87.78,-24.57,
0.1,0.9,0.53,-93.45,-30.174.27,
0.05,0.79,0.57,-95.83,-34.5814.21,
-0.07,0.76,0.58,-94.22,-38.2222.05,
-0.12,0.63,0.53,-89.74,-37.9424.57,
-0.2,0.55,0.49,-78.68,-32.9721.91,
-0.16,0.53,0.46,-66.08,-27.5116.94,
-0.19,0.46,0.43,-56.35,-19.327.28,
-0.16,0.4,0.42,-47.25,-14.56,
-0.16,0.39,0.36,-33.04,-22.54,
-0.05,0.32,0.32,-17.64,-23.66,
-0.07,0.38,0.33,-12.32,-28.14,
0,0.36,0.31,-5.11,0.63-31.43,
0.05,0.36,0.33,0.7,-34.86,
0.02,0.36,0.34,6.02,-40.32,
-0.02,0.35,0.35,18.97,-42.28,
-0.06,0.37,0.41,29.05,-45.22,
-0.08,0.37,0.46,41.23,-46.97,
-0.09,0.37,0.51,53.97,-44.87,
-0.09,0.4,0.57,67.48,-39.48,
-0.06,0.47,0.65,74.48,-34.79,
-0.02,0.55,0.71,83.16,-29.26,
0.02,0.68,0.68,90.72,5.81-25.76,
0.04,0.84,0.66,91.42,12.25-24.22,
0.04,0.91,0.64,86.38,18.20-23.10,
-0.02,0.94,0.66,80.08,18.27-20.58,
-0.05,0.94,0.75,71.96,14.91-15.96,
-0.07,0.9,0.82,61.95,6.65-12.53,
-0.09,0.92,0.84,54.32,-17.99,
-0.11,0.98,0.8,44.45,-32.27,
-0.08,0.97,0.74,22.61,-46.97,
-0.05,0.91,0.67,6.86,-57.12,
-0.03,0.87,0.59,-4.2,-62.581.40,
-0.02,0.73,0.57,-7.49,-63.076.44,
-0.05,0.64,0.54,-3.43,-59.6412.11,
-0.16,0.62,0.52,8.75,-53.6917.08,
-0.26,0.7,0.48,23.31,-53.2020.37,
-0.29,0.88,0.47,31.08,-56.9123.03,
-0.27,1.1,0.33,39.97,-58.8025.27,
-0.25,1.31,0.38,40.32,-53.3422.54,
-0.2,1.37,0.54,24.36,-39.7614.00,
-0.23,1.38,0.57,1.61,-22.821.05,
-0.09,1.33,0.55,-15.47,-23.31,
0.09,1.04,0.47,-8.33,4.34-23.24,
0.22,0.86,0.36,4.34,14.07-27.09,
0.19,0.82,0.27,11.76,19.88-29.82,
0.17,0.81,0.14,21.21,21.84-29.89,
0.15,0.81,0.05,35.49,24.01-27.86,
0.12,0.89,0.14,40.81,27.79-24.71,
-0.01,0.99,0.25,33.18,20.02-18.97,
-0.05,1.07,0.41,25.13,12.81-15.89,
0.03,1.1,0.46,23.31,7.91-10.36,
0.02,1.04,0.4,29.75,-11.97,
0.07,0.96,0.4,41.93,-24.504.27,
0.13,0.92,0.39,53.76,-34.098.05,
0.17,0.91,0.36,60.9,-32.279.80,
0.16,0.91,0.3,63.91,-29.059.45,
0.13,0.93,0.27,61.46,-23.317.63,
0.08,0.95,0.25,55.93,-17.711.47,
0.05,0.94,0.25,47.39,-19.25,
0.03,0.91,0.26,37.66,-20.58,
0,0.88,0.34,30.38,-20.86,
-0.05,0.88,0.39,21.91,-20.58,
-0.03,0.84,0.39,22.26,5.32-22.40,
-0.05,0.79,0.39,23.52,9.80-23.80,
-0.09,0.79,0.37,25.83,8.54-24.29,
-0.09,0.78,0.37,26.25,3.50-23.24,
-0.09,0.79,0.37,28.49,-23.52,
-0.06,0.88,0.28,27.37,-26.46,
-0.02,0.94,0.26,29.12,-29.47,
-0.01,0.94,0.28,27.58,-39.76,
0.05,0.91,0.28,22.68,-51.87,
0.08,0.89,0.28,19.67,-55.02,
0.12,0.89,0.31,20.02,-51.52,
0.14,0.88,0.49,17.99,-45.92,
0.17,0.88,0.39,13.58,-41.09,
0.21,0.87,0.36,7,-36.54,
0.23,0.84,0.29,-0.07,-26.25,
0.22,0.77,0.26,-3.08,0.14-11.13,
0.2,0.71,0.23,-2.94,9.80-12.11,
0.16,0.66,0.2,-1.75,16.45-11.69,
0.13,0.65,0.17,1.12,21.35-10.57,
0.1,0.66,0.19,2.87,23.24-6.65,
0.05,0.75,0.21,-0.63,19.18-2.80,
0.03,0.79,0.24,-7.7,7.56-0.07,
0.01,0.77,0.3,-8.89,-0.842.45,
-0.03,0.76,0.41,-11.2,-11.062.94,
-0.03,0.76,0.51,-16.66,-15.961.19,
-0.07,0.77,0.52,-17.78,-17.99,
-0.1,0.8,0.44,-16.03,-20.3,
-0.12,0.82,0.35,-12.81,-21.42,
-0.14,0.84,0.32,-14.84,4.90-26.18,
-0.16,0.84,0.26,-27.79,8.82-32.83,
-0.13,0.85,0.18,-36.82,2.80-35.42,
-0.03,0.79,0.22,-40.25,-42.07,
0.04,0.71,0.3,-37.03,-49.49,
0.07,0.67,0.35,-31.15,-55.79,
0.13,0.62,0.36,-24.43,-56.63,
0.17,0.61,0.28,-17.08,-49.98,
0.18,0.65,0.19,-12.74,-41.09,
0.16,0.69,0.16,-14.21,-33.11,
0.16,0.74,0.17,-18.62,-29.82,
0.15,0.76,0.29,-22.96,-31.5,
0.18,0.75,0.41,-23.31,-37.1,
0.23,0.8,0.49,-18.76,-41.16,
0.27,0.86,0.48,-9.1,-41.44,
0.3,0.87,0.5,-1.26,-38.36,
0.3,0.9,0.45,0.28,-33.88,
0.28,0.89,0.39,-3.43,-27.44,
0.25,0.92,0.32,-15.26,-20.37,
0.19,0.99,0.3,-30.66,-7.77,
0.08,1.14,0.38,-52.5,-2.733.71,
