aX,aY,aZ,gX,gY,gZ
0.12,0.93,0.28,0.91,1.121.54,
0.12,0.93,0.28,0.91,0.981.75,
0.12,0.94,0.28,0.77,0.981.47,
0.12,0.93,0.28,0.77,1.051.40,
0.11,0.93,0.28,0.7,1.051.26,
0.11,0.93,0.28,0.63,1.331.26,
0.11,0.93,0.27,0.7,1.190.77,
0.11,0.93,0.27,0.63,1.121.12,
0.11,0.93,0.28,0.77,0.911.12,
0.11,0.93,0.28,0.91,0.561.12,
0.11,0.94,0.28,1.05,0.070.84,
0.11,0.93,0.28,0.91,-0.700.98,
0.11,0.93,0.28,1.05,-1.331.12,
0.11,0.94,0.28,0.84,-1.611.19,
0.11,0.94,0.28,0.77,-1.680.84,
0.11,0.94,0.28,0.56,-1.540.84,
0.11,0.94,0.28,0.84,-1.960.14,
0.11,0.93,0.28,0.77,-2.24-0.63,
0.11,0.93,0.28,0.84,-2.03-0.63,
0.11,0.93,0.28,0.84,-2.03-0.98,
0.11,0.94,0.29,0.56,-1.96-0.91,
0.12,0.94,0.28,0.14,-2.31-0.56,
0.12,0.94,0.28,-0.07,-2.520.07,
0.12,0.94,0.28,-0.21,-2.80-0.35,
0.13,0.93,0.28,-0.42,-3.290.07,
0.13,0.93,0.28,-0.28,-3.360.63,
0.13,0.93,0.28,-0.14,-3.360.70,
0.13,0.92,0.28,-0.07,-2.941.05,
0.13,0.93,0.28,0.14,-2.521.05,
0.13,0.93,0.28,0.42,-2.100.91,
0.13,0.93,0.28,0.63,-1.540.91,
0.13,0.93,0.28,0.63,-1.330.77,
0.13,0.93,0.28,0.91,-1.050.42,
0.13,0.93,0.29,0.84,-0.700.56,
0.13,0.93,0.29,0.84,-0.420.63,
0.13,0.93,0.28,0.91,-0.210.77,
0.13,0.93,0.28,0.98,-0.211.26,
0.13,0.93,0.28,1.05,-0.351.05,
0.13,0.94,0.28,1.26,-0.421.26,
0.12,0.93,0.28,1.4,-0.141.19,
0.12,0.93,0.28,1.47,0.001.19,
0.12,0.93,0.28,1.47,0.281.40,
0.12,0.93,0.28,1.54,0.491.26,
0.11,0.94,0.28,1.47,0.561.33,
0.11,0.93,0.28,1.47,0.491.47,
0.12,0.93,0.28,1.4,0.351.40,
0.11,0.93,0.28,1.19,0.561.33,
0.12,0.94,0.28,1.05,0.631.33,
0.12,0.94,0.28,0.98,0.491.40,
0.12,0.93,0.28,0.91,0.281.26,
0.11,0.93,0.28,0.84,0.421.61,
0.11,0.93,0.28,1.05,0.351.33,
0.11,0.93,0.28,0.98,0.281.47,
0.12,0.94,0.27,0.84,-0.141.61,
0.12,0.93,0.27,0.98,-0.631.54,
0.12,0.93,0.28,1.05,-0.631.75,
0.12,0.93,0.28,1.05,-0.351.61,
0.11,0.93,0.27,1.19,-0.071.61,
0.11,0.94,0.27,0.98,0.071.61,
0.11,0.94,0.27,0.84,0.141.47,
0.11,0.94,0.27,0.77,0.001.19,
0.11,0.94,0.28,0.56,-0.141.26,
0.11,0.93,0.28,0.49,-0.561.47,
0.12,0.93,0.28,0.28,-0.771.26,
0.12,0.93,0.28,0.28,-1.051.68,
0.12,0.93,0.28,0.35,-1.261.75,
0.12,0.94,0.28,0.21,-0.911.33,
0.12,0.94,0.28,0.07,-1.051.47,
0.12,0.94,0.28,0.21,-1.121.12,
0.12,0.94,0.28,0.07,-1.261.19,
0.12,0.93,0.28,0.21,-1.471.40,
0.13,0.93,0.27,0.28,-1.611.19,
0.13,0.93,0.28,0.35,-1.401.54,
0.13,0.93,0.28,0.49,-1.191.75,
0.13,0.93,0.28,0.49,-0.981.61,
0.13,0.94,0.28,0.21,-0.631.40,
0.13,0.94,0.28,0,-0.351.68,
0.13,0.94,0.28,-0.07,-0.212.03,
0.12,0.93,0.28,0.14,-0.071.89,
0.12,0.93,0.28,0.21,0.142.03,
0.12,0.93,0.28,0.28,0.002.17,
0.12,0.93,0.28,0.35,-0.141.89,
0.13,0.93,0.28,0.42,-0.422.03,
0.13,0.93,0.28,0.49,-0.491.89,
0.13,0.93,0.28,0.35,-0.141.96,
0.12,0.93,0.28,0.42,0.421.68,
0.12,0.93,0.28,0.21,0.981.75,
0.13,0.93,0.28,0.14,1.261.75,
0.13,0.94,0.28,0.28,1.121.75,
0.12,0.94,0.28,0.14,1.191.96,
0.12,0.93,0.28,0.28,0.562.17,
0.12,0.93,0.28,0.42,0.072.38,
0.12,0.93,0.28,0.35,-0.282.45,
0.12,0.93,0.28,0.42,0.072.31,
0.12,0.93,0.28,0.28,0.352.17,
0.12,0.94,0.28,0.28,0.632.03,
0.12,0.94,0.28,0.07,0.911.89,
0.12,0.94,0.27,-0.07,0.562.45,
0.12,0.94,0.27,-0.21,0.142.17,
0.12,0.94,0.27,-0.21,-0.352.45,
0.12,0.93,0.27,-0.42,-0.562.59,
0.11,0.94,0.28,-0.49,-0.772.59,
0.11,0.93,0.28,-0.63,-1.122.52,
0.12,0.93,0.28,-0.77,-1.332.38,
0.12,0.93,0.28,-0.77,-1.402.24,
0.12,0.93,0.28,-0.91,-1.332.17,
0.12,0.94,0.28,-1.05,-1.122.10,
0.12,0.94,0.27,-0.98,-1.052.59,
0.12,0.94,0.27,-0.91,-1.192.52,
0.12,0.93,0.27,-0.91,-1.542.24,
0.11,0.93,0.27,-0.63,-1.962.59,
0.11,0.93,0.27,-0.28,-2.102.38,
0.12,0.93,0.28,-0.21,-1.892.03,
0.11,0.93,0.28,-0.21,-1.542.03,
0.12,0.94,0.28,-0.28,-1.401.75,
0.12,0.93,0.28,-0.35,-1.541.33,
0.12,0.93,0.28,-0.56,-1.891.68,
0.12,0.93,0.28,-0.77,-1.821.54,
0.12,0.94,0.28,-0.98,-2.101.47,
0.12,0.94,0.28,-1.05,-2.521.82,
0.12,0.94,0.28,-0.98,-2.731.61,
0.12,0.93,0.28,-1.12,-3.011.82,
0.12,0.93,0.28,-1.26,-3.151.47,
0.13,0.92,0.29,-1.12,-2.801.40,
0.13,0.92,0.29,-1.12,-2.801.68,
0.13,0.93,0.29,-1.12,-2.451.82,
0.13,0.93,0.29,-1.26,-2.451.96,
0.13,0.93,0.29,-1.19,-2.451.96,
0.13,0.93,0.29,-1.12,-2.591.96,
0.13,0.93,0.3,-1.05,-2.311.75,
0.13,0.93,0.3,-1.33,-2.242.03,
0.14,0.93,0.3,-1.47,-2.172.03,
0.14,0.93,0.29,-1.54,-2.102.24,
0.13,0.93,0.29,-1.54,-2.242.31,
0.13,0.93,0.29,-1.54,-2.172.80,
0.13,0.93,0.29,-1.47,-2.452.73,
0.12,0.93,0.29,-1.47,-2.312.52,
0.12,0.93,0.3,-1.33,-2.242.17,
0.13,0.92,0.3,-1.05,-1.891.61,
0.13,0.92,0.3,-1.05,-1.541.26,
0.14,0.92,0.3,-0.77,-1.401.12,
0.14,0.92,0.3,-0.49,-1.331.75,
0.15,0.92,0.3,-0.35,-0.911.54,
0.15,0.92,0.3,-0.21,-0.701.89,
0.15,0.93,0.3,0.21,-1.052.31,
0.15,0.92,0.3,0.28,-1.402.10,
0.15,0.91,0.3,0.35,-1.121.82,
0.14,0.92,0.3,0.28,-0.771.75,
0.14,0.92,0.3,0.35,-0.141.68,
0.15,0.93,0.3,0.35,0.211.75,
0.15,0.93,0.3,0.28,0.281.33,
0.14,0.92,0.3,0.21,-0.211.33,
0.14,0.92,0.3,0.21,-0.631.68,
0.14,0.92,0.3,0.35,-0.981.89,
0.14,0.92,0.3,0.28,-0.841.82,
0.14,0.92,0.3,0.42,-0.562.17,
0.15,0.92,0.3,0.28,-0.422.45,
0.14,0.93,0.3,0.21,-0.212.03,
0.14,0.93,0.3,0,-0.351.96,
0.14,0.93,0.29,-0.35,-0.561.96,
0.14,0.92,0.3,-0.35,-0.841.96,
0.14,0.92,0.3,-0.21,-1.121.89,
0.14,0.92,0.3,0.07,-0.981.75,
0.14,0.92,0.29,0,-0.701.75,
0.14,0.92,0.29,0,-0.421.82,
0.14,0.92,0.29,-0.07,-0.352.03,
0.14,0.93,0.29,-0.14,-0.422.03,
0.14,0.93,0.29,-0.21,-0.562.10,
0.13,0.92,0.3,-0.07,-0.981.89,
0.14,0.93,0.3,-0.07,-0.771.75,
0.14,0.93,0.3,-0.35,-0.561.89,
0.14,0.93,0.3,-0.42,-0.421.40,
0.15,0.93,0.29,-0.56,-0.421.68,
0.15,0.93,0.29,-0.56,-0.351.82,
0.15,0.92,0.29,-0.49,-0.351.47,
0.14,0.92,0.29,-0.28,-0.281.75,
0.14,0.92,0.29,0.14,-0.211.96,
0.14,0.92,0.29,0.49,-0.071.89,
0.14,0.92,0.3,0.77,0.421.47,
0.14,0.92,0.3,1.19,0.841.75,
0.14,0.92,0.3,1.19,1.401.61,
0.14,0.93,0.3,1.12,1.541.54,
0.14,0.93,0.3,1.12,1.401.61,
0.14,0.93,0.3,0.77,0.981.26,
0.14,0.93,0.3,0.56,0.491.26,
0.14,0.93,0.3,0.63,0.281.12,
0.14,0.92,0.3,0.91,0.280.98,
0.14,0.92,0.3,1.05,0.350.70,
0.14,0.92,0.3,1.19,0.490.63,
0.14,0.92,0.3,1.26,0.490.70,
0.14,0.92,0.3,1.26,0.490.84,
0.14,0.92,0.31,1.33,0.490.91,
0.15,0.92,0.31,1.47,0.771.33,
0.15,0.92,0.31,1.47,1.051.26,
0.15,0.93,0.31,1.47,1.191.19,
0.15,0.92,0.31,1.33,1.261.33,
0.14,0.93,0.3,1.26,1.051.05,
0.14,0.92,0.3,1.19,0.911.05,
0.14,0.92,0.3,1.26,0.700.84,
0.14,0.91,0.3,1.4,0.911.05,
0.14,0.91,0.3,1.54,1.261.40,
0.14,0.92,0.31,1.54,1.821.19,
0.15,0.92,0.31,1.54,1.961.47,
0.15,0.92,0.31,1.68,2.171.47,
0.15,0.93,0.31,1.61,2.171.75,
0.14,0.93,0.3,1.61,1.752.10,
0.15,0.93,0.3,1.61,1.542.10,
0.14,0.93,0.3,1.47,1.752.03,
0.14,0.93,0.3,1.54,1.891.89,
0.14,0.93,0.3,1.4,2.451.68,
0.14,0.93,0.3,1.54,2.591.47,
0.14,0.92,0.3,1.75,2.731.54,
0.13,0.92,0.29,1.89,2.941.33,
0.13,0.92,0.3,1.89,3.221.54,
0.14,0.92,0.3,2.1,3.291.33,
0.14,0.93,0.3,2.1,3.221.61,
0.14,0.93,0.3,2.17,3.151.40,
0.14,0.93,0.3,1.96,2.801.40,
0.14,0.93,0.3,1.68,2.241.40,
0.13,0.93,0.29,1.54,1.961.26,
0.14,0.93,0.29,1.54,1.891.33,
0.14,0.92,0.29,1.4,1.961.12,
0.14,0.92,0.29,1.54,1.961.26,
0.14,0.92,0.29,1.68,2.101.12,
0.15,0.92,0.29,1.61,2.520.98,
0.14,0.92,0.3,2.03,2.731.26,
0.14,0.92,0.3,2.17,3.221.40,
0.14,0.93,0.3,2.38,3.291.61,
0.14,0.93,0.3,2.31,2.871.89,
0.14,0.93,0.29,2.1,2.661.68,
0.14,0.93,0.29,1.96,2.591.68,
0.14,0.93,0.29,1.89,2.591.61,
0.14,0.93,0.29,1.96,2.871.68,
0.14,0.92,0.3,1.82,3.361.54,
0.14,0.92,0.29,1.68,3.991.68,
0.14,0.93,0.29,1.54,4.481.47,
0.14,0.93,0.29,1.54,4.901.40,
0.13,0.93,0.29,1.54,5.041.47,
0.13,0.93,0.29,1.75,4.621.33,
0.13,0.93,0.29,1.96,4.271.05,
0.13,0.92,0.29,2.17,3.921.12,
0.13,0.92,0.29,2.52,3.640.49,
0.13,0.92,0.29,2.52,3.570.49,
0.12,0.92,0.29,2.52,3.360.21,
0.12,0.92,0.29,2.66,2.94-0.35,
0.12,0.92,0.29,2.52,2.24-0.07,
0.12,0.92,0.29,2.38,1.61-0.35,
0.13,0.93,0.3,2.31,1.54-0.21,
0.14,0.93,0.3,2.31,1.40-0.28,
0.14,0.93,0.29,2.1,1.680.21,
0.15,0.93,0.29,1.96,1.890.35,
0.15,0.93,0.3,1.96,1.960.84,
0.15,0.93,0.3,1.89,2.031.19,
0.15,0.93,0.3,1.89,1.751.26,
0.14,0.93,0.3,1.96,1.681.40,
0.14,0.93,0.3,1.96,1.400.98,
0.14,0.93,0.29,1.89,1.051.26,
0.13,0.93,0.29,1.96,1.191.54,
0.13,0.93,0.29,1.89,1.261.12,
0.13,0.93,0.29,1.75,1.331.19,
0.12,0.93,0.29,1.75,1.470.98,
0.12,0.93,0.29,1.54,1.260.84,
0.11,0.93,0.29,1.54,0.630.42,
0.11,0.93,0.28,1.26,-0.210.70,
0.11,0.93,0.28,1.4,-0.560.42,
0.12,0.92,0.29,1.4,-0.770.35,
0.12,0.92,0.28,1.47,-0.770.28,
0.12,0.93,0.29,1.33,-0.840.28,
0.12,0.93,0.28,1.12,-1.260.35,
0.11,0.94,0.28,0.98,-1.540.28,
0.11,0.94,0.28,1.19,-2.380.49,
0.1,0.95,0.28,1.12,-3.220.00,
0.11,0.94,0.28,0.98,-4.06-0.35,
0.11,0.94,0.28,0.98,-4.48-0.42,
0.11,0.93,0.29,0.77,-4.48-0.70,
0.11,0.92,0.29,0.63,-4.48-1.12,
0.12,0.92,0.29,0.84,-4.06-0.98,
0.12,0.93,0.29,0.77,-4.13-0.70,
0.12,0.93,0.29,0.56,-4.48-0.70,
0.12,0.94,0.28,0.28,-5.32-0.49,
0.12,0.94,0.29,-0.07,-5.53-0.21,
0.13,0.94,0.29,0,-5.32-0.35,
0.14,0.93,0.3,0.21,-4.55-0.28,
0.15,0.92,0.3,0.35,-3.78-0.21,
0.14,0.92,0.3,0.7,-3.22-0.42,
0.14,0.92,0.31,0.91,-3.15-0.35,
0.14,0.92,0.3,1.05,-3.08-0.28,
0.14,0.92,0.3,1.33,-3.15-0.63,
0.14,0.92,0.3,1.26,-2.73-0.77,
0.14,0.93,0.3,1.33,-2.03-0.63,
0.14,0.92,0.3,1.4,-1.61-0.42,
0.14,0.92,0.3,1.4,-1.26-0.35,
0.14,0.92,0.3,1.47,-1.33-0.35,
0.14,0.92,0.3,1.4,-1.330.07,
0.14,0.92,0.3,1.47,-1.330.56,
0.14,0.92,0.3,1.4,-1.540.77,
0.14,0.92,0.3,1.68,-1.680.98,
0.14,0.92,0.3,1.96,-1.611.26,
0.14,0.92,0.29,1.96,-1.051.40,
0.14,0.93,0.3,1.96,-0.281.54,
0.14,0.93,0.29,2.1,0.421.68,
0.14,0.94,0.3,2.1,0.981.54,
0.13,0.94,0.29,1.89,1.401.19,
0.13,0.94,0.3,1.75,1.541.05,
0.13,0.93,0.29,1.68,1.261.12,
0.12,0.93,0.29,1.54,1.050.98,
0.12,0.93,0.29,1.61,0.700.98,
0.12,0.93,0.28,1.54,0.561.26,
0.11,0.93,0.28,1.54,0.211.12,
0.11,0.93,0.28,1.4,-0.141.19,
0.11,0.93,0.27,1.12,-0.631.40,
0.11,0.94,0.28,1.12,-1.331.26,
0.1,0.94,0.28,1.05,-1.611.26,
0.1,0.95,0.28,0.77,-2.241.12,
0.11,0.94,0.28,0.63,-2.870.49,
0.11,0.94,0.28,0.35,-3.220.35,
0.12,0.94,0.29,0.42,-3.220.21,
0.12,0.93,0.29,0.35,-3.29-0.07,
0.13,0.93,0.29,0.42,-3.220.00,
0.13,0.93,0.29,0.56,-3.080.07,
0.14,0.94,0.28,0.7,-3.150.07,
0.14,0.94,0.28,0.63,-3.220.07,
0.14,0.93,0.28,0.63,-3.150.21,
0.14,0.93,0.28,0.63,-2.870.28,
0.14,0.93,0.29,0.91,-2.380.42,
0.14,0.92,0.29,1.19,-1.820.42,
0.14,0.92,0.29,1.54,-0.980.70,
0.14,0.92,0.29,1.89,-0.280.91,
0.14,0.93,0.29,1.82,0.211.26,
0.14,0.93,0.29,1.54,0.211.33,
0.14,0.93,0.29,1.68,0.071.12,
0.13,0.93,0.29,1.82,0.071.33,
0.13,0.93,0.29,1.89,0.560.84,
0.13,0.93,0.29,1.89,0.980.63,
0.13,0.93,0.29,1.61,1.260.84,
0.13,0.93,0.29,1.54,1.400.49,
0.13,0.93,0.29,1.47,1.190.70,
0.13,0.93,0.29,1.4,1.190.70,
0.13,0.93,0.29,1.54,1.120.98,
0.13,0.93,0.29,1.47,1.260.70,
0.13,0.93,0.29,1.47,1.400.84,
0.13,0.93,0.28,1.54,1.120.91,
0.13,0.93,0.28,1.54,0.981.33,
0.13,0.93,0.28,1.33,0.841.54,
0.12,0.93,0.28,1.19,0.701.75,
0.12,0.93,0.28,1.4,0.562.10,
0.12,0.94,0.28,1.54,0.282.24,
0.12,0.94,0.28,1.19,0.212.03,
0.12,0.94,0.28,0.91,0.211.61,
0.12,0.94,0.28,0.56,0.001.40,
0.12,0.94,0.28,0.35,-0.351.40,
0.12,0.93,0.28,0.28,-0.701.75,
0.12,0.93,0.28,0.56,-0.771.61,
0.12,0.93,0.28,0.7,-0.631.61,
0.11,0.93,0.28,0.91,-0.561.40,
0.11,0.93,0.27,1.12,-0.630.56,
0.11,0.93,0.27,1.47,-0.700.21,
0.11,0.93,0.27,1.47,-0.770.00,
0.12,0.93,0.28,1.4,-0.84-0.56,
0.12,0.93,0.28,1.33,-0.98-0.70,
0.13,0.93,0.28,0.91,-1.05-0.84,
0.13,0.94,0.28,0.7,-1.33-0.42,
0.13,0.93,0.28,0.63,-1.75-0.07,
0.13,0.93,0.28,0.63,-2.240.21,
0.13,0.93,0.28,0.63,-2.310.21,
0.13,0.93,0.28,0.63,-2.310.49,
0.14,0.93,0.29,0.98,-1.680.14,
0.14,0.92,0.29,0.91,-1.050.07,
0.15,0.92,0.29,0.98,-0.280.14,
0.15,0.92,0.29,1.05,0.280.35,
0.15,0.93,0.29,1.05,0.490.00,
0.14,0.93,0.29,1.12,0.770.07,
0.14,0.93,0.29,1.05,0.490.28,
0.13,0.93,0.29,1.05,0.420.21,
0.13,0.93,0.29,1.19,-0.070.77,
0.12,0.93,0.29,1.4,-0.630.42,
0.12,0.93,0.29,1.54,-0.980.56,
0.12,0.94,0.29,1.33,-1.470.63,
0.12,0.94,0.29,1.19,-1.820.35,
0.12,0.93,0.29,1.05,-1.960.42,
0.12,0.93,0.28,1.05,-1.890.63,
0.12,0.94,0.29,0.77,-1.750.63,
0.12,0.94,0.29,0.56,-1.820.28,
0.12,0.94,0.29,0.56,-2.100.35,
0.12,0.93,0.29,0.56,-2.520.21,
0.12,0.93,0.29,0.63,-2.73-0.28,
0.13,0.93,0.29,0.7,-2.94-0.35,
0.13,0.93,0.29,0.77,-2.73-0.14,
0.13,0.93,0.29,0.63,-2.17-0.21,
0.13,0.93,0.29,0.56,-1.890.28,
0.13,0.93,0.28,0.42,-1.610.49,
0.13,0.93,0.28,0.49,-1.470.84,
0.13,0.93,0.28,0.56,-1.260.84,
0.13,0.93,0.29,0.63,-0.910.35,
0.14,0.93,0.29,0.63,-0.700.21,
0.14,0.93,0.29,0.84,0.070.00,
0.14,0.93,0.29,0.98,0.63-0.07,
0.14,0.93,0.29,1.12,0.980.28,
0.13,0.93,0.28,1.19,1.260.42,
0.13,0.92,0.28,1.33,1.050.91,
0.13,0.92,0.28,1.33,0.630.63,
0.12,0.92,0.28,1.47,0.561.12,
0.13,0.92,0.28,1.82,0.700.91,
0.12,0.93,0.28,1.89,1.050.84,
0.13,0.93,0.28,1.75,1.260.98,
0.13,0.93,0.28,1.4,1.330.91,
0.13,0.94,0.28,1.05,1.190.98,
0.13,0.93,0.28,0.77,0.701.75,
0.12,0.93,0.28,0.42,-0.071.82,
0.11,0.93,0.28,0.35,-0.491.89,
0.11,0.93,0.28,0.49,-0.911.96,
0.11,0.93,0.28,0.35,-0.911.40,
0.11,0.93,0.28,0.49,-0.771.40,
0.11,0.93,0.29,0.28,-0.561.05,
0.11,0.94,0.26,0.56,-0.351.05,
0.11,0.94,0.26,0.42,-0.491.33,
0.11,0.94,0.26,0.49,-0.770.98,
0.11,0.94,0.27,0.42,-0.981.47,
0.11,0.94,0.26,0.35,-1.051.54,
0.11,0.94,0.26,0.35,-1.051.33,
0.11,0.94,0.26,0.28,-1.051.33,
0.11,0.94,0.26,0.28,-0.981.19,
0.11,0.94,0.26,0.28,-0.981.05,
0.11,0.94,0.26,0.35,-1.120.84,
0.11,0.93,0.26,0.56,-0.910.35,
0.11,0.94,0.26,0.84,-0.910.70,
0.11,0.94,0.26,0.91,-0.700.49,
0.11,0.94,0.26,0.77,-0.840.70,
0.11,0.94,0.27,0.56,-0.770.56,
0.11,0.94,0.27,0.56,-0.840.70,
0.11,0.94,0.27,0.49,-1.050.63,
0.12,0.94,0.27,0.28,-1.050.70,
0.12,0.94,0.27,0.21,-1.120.77,
0.12,0.94,0.26,0.14,-1.401.05,
0.12,0.94,0.26,0.14,-1.121.12,
0.12,0.94,0.26,0.07,-1.261.26,
0.12,0.93,0.26,0.21,-0.980.98,
0.12,0.93,0.26,0.35,-0.701.40,
0.12,0.93,0.27,0.7,-0.561.05,
0.12,0.94,0.27,0.91,-0.351.26,
0.12,0.94,0.27,0.98,-0.211.26,
0.12,0.94,0.27,0.98,-0.281.12,
0.12,0.93,0.27,0.84,-0.211.33,
0.12,0.94,0.27,0.77,-0.281.19,
0.12,0.94,0.27,0.77,-0.281.33,
0.12,0.94,0.27,0.63,-0.281.47,
0.11,0.94,0.27,0.42,-0.211.26,
0.11,0.94,0.26,0.14,-0.351.61,
0.11,0.94,0.26,0.28,-0.351.47,
0.11,0.94,0.27,0.28,-0.351.26,
0.11,0.94,0.27,0.56,-0.211.68,
0.11,0.94,0.27,0.63,-0.071.33,
0.11,0.94,0.27,0.77,-0.141.47,
0.11,0.94,0.26,0.63,-0.281.54,
0.11,0.94,0.26,0.84,-0.561.40,
0.11,0.94,0.26,0.77,-0.701.26,
0.11,0.94,0.26,0.77,-0.771.61,
0.11,0.94,0.26,0.91,-0.701.54,
0.11,0.94,0.26,0.84,-0.770.91,
0.11,0.94,0.26,0.91,-0.701.19,
0.1,0.94,0.26,0.7,-0.770.91,
0.11,0.94,0.26,0.77,-0.980.84,
0.11,0.94,0.26,0.7,-1.050.84,
0.11,0.94,0.26,0.7,-1.191.26,
0.11,0.94,0.26,0.7,-1.050.91,
0.11,0.94,0.26,0.49,-1.260.91,
0.11,0.94,0.26,0.35,-1.261.05,
0.12,0.94,0.26,0.28,-1.400.91,
0.11,0.94,0.26,0.14,-1.330.91,
0.12,0.94,0.26,0.07,-1.121.12,
0.12,0.94,0.26,0.21,-1.050.98,
0.12,0.94,0.26,0.35,-0.700.77,
0.12,0.94,0.26,0.49,-0.490.56,
0.12,0.94,0.26,0.49,-0.350.70,
0.12,0.94,0.26,0.63,-0.420.56,
0.12,0.94,0.26,0.56,-0.420.91,
0.12,0.93,0.26,0.7,-0.560.70,
0.12,0.93,0.26,0.63,-0.490.84,
0.12,0.93,0.26,0.91,-0.491.05,
0.12,0.93,0.26,1.19,-0.560.98,
0.11,0.93,0.27,1.12,-0.281.26,
0.11,0.94,0.27,1.19,-0.211.12,
0.11,0.94,0.26,1.12,-0.350.84,
0.11,0.94,0.27,0.98,-0.141.26,
0.11,0.94,0.27,0.7,-0.070.91,
0.11,0.94,0.27,0.56,-0.210.77,
0.11,0.94,0.27,0.42,-0.351.05,
0.11,0.94,0.27,0.28,-0.491.19,
0.11,0.94,0.27,0.35,-0.631.05,
0.11,0.94,0.27,0.28,-0.841.12,
0.11,0.94,0.27,0.35,-0.981.33,
0.11,0.94,0.26,0.49,-1.191.19,
0.11,0.93,0.26,0.63,-1.050.77,
0.11,0.93,0.27,0.84,-1.190.77,
0.11,0.93,0.27,0.84,-0.910.77,
0.12,0.93,0.27,0.98,-0.700.63,
0.12,0.93,0.27,1.19,-0.490.77,
0.12,0.93,0.27,1.33,-0.350.35,
0.12,0.94,0.28,1.12,-0.070.98,
0.12,0.94,0.27,1.26,0.210.91,
0.12,0.94,0.27,1.12,0.281.05,
0.12,0.94,0.27,0.98,0.491.19,
0.12,0.94,0.27,1.05,0.351.47,
0.11,0.94,0.26,1.05,0.211.47,
0.11,0.93,0.27,1.12,0.351.40,
0.11,0.94,0.27,1.33,0.351.40,
0.11,0.94,0.27,1.26,0.351.54,
0.11,0.94,0.27,1.33,0.421.75,
0.11,0.94,0.27,1.47,0.631.61,
0.11,0.94,0.27,1.47,0.701.47,
0.12,0.94,0.26,1.4,0.631.19,
0.12,0.94,0.26,1.47,0.701.12,
0.12,0.94,0.26,1.33,0.630.98,
0.11,0.94,0.26,1.26,0.700.98,
0.11,0.94,0.26,1.4,0.700.84,
0.11,0.94,0.26,1.4,0.560.70,
0.11,0.94,0.26,1.4,0.490.91,
0.11,0.94,0.26,1.47,0.491.05,
0.11,0.94,0.26,1.54,0.421.05,
0.11,0.94,0.26,1.4,0.281.19,
0.11,0.94,0.26,1.47,0.071.05,
0.11,0.94,0.26,1.33,0.141.26,
0.11,0.94,0.26,1.33,-0.071.33,
0.11,0.94,0.26,1.47,-0.281.40,
0.11,0.94,0.26,1.4,-0.281.26,
0.11,0.94,0.26,1.33,-0.351.26,
0.11,0.94,0.26,1.26,-0.281.05,
0.11,0.94,0.26,1.19,-0.350.98,
0.11,0.94,0.27,1.12,-0.350.91,
0.11,0.94,0.26,0.91,-0.350.49,
0.11,0.94,0.26,0.91,-0.490.63,
0.11,0.95,0.26,0.7,-0.490.77,
0.11,0.95,0.26,0.49,-0.630.56,
0.12,0.94,0.26,0.49,-0.630.70,
0.12,0.94,0.26,0.63,-0.770.84,
0.11,0.93,0.26,0.7,-1.050.98,
0.11,0.93,0.26,0.98,-1.190.70,
0.11,0.93,0.26,1.12,-1.190.77,
0.12,0.94,0.26,1.12,-1.191.19,
0.11,0.94,0.26,1.26,-1.120.70,
0.12,0.94,0.26,1.12,-0.910.91,
0.11,0.94,0.26,1.12,-0.770.98,
0.11,0.94,0.26,0.98,-0.700.77,
0.11,0.94,0.26,0.98,-0.910.70,
0.11,0.94,0.26,0.91,-1.121.12,
0.11,0.94,0.26,0.7,-0.981.05,
0.11,0.94,0.26,0.7,-1.120.77,
0.12,0.93,0.27,0.63,-0.981.12,
0.12,0.94,0.27,0.77,-0.840.91,
0.12,0.94,0.27,0.91,-0.770.49,
0.12,0.94,0.27,0.77,-0.630.98,
0.12,0.94,0.26,0.91,-0.350.91,
0.11,0.94,0.26,0.84,-0.420.91,
0.11,0.94,0.26,0.77,-0.280.91,
0.11,0.94,0.26,0.77,-0.350.77,
0.11,0.94,0.26,0.77,-0.280.77,
0.11,0.93,0.27,0.84,-0.490.84,
0.12,0.94,0.26,0.91,-0.350.84,
0.12,0.93,0.26,1.05,-0.420.70,
0.11,0.94,0.26,1.05,-0.280.91,
0.12,0.94,0.26,1.12,-0.070.42,
0.11,0.94,0.26,1.05,-0.070.91,
0.11,0.94,0.26,1.05,-0.140.98,
0.12,0.94,0.26,0.91,-0.280.84,
0.12,0.94,0.26,0.91,-0.420.49,
0.11,0.94,0.26,0.7,-0.560.84,
0.12,0.94,0.26,0.56,-0.700.84,
0.11,0.94,0.26,0.63,-0.980.70,
0.11,0.94,0.26,0.63,-0.840.77,
0.12,0.94,0.26,0.77,-0.981.05,
0.11,0.94,0.26,0.98,-0.980.77,
0.11,0.94,0.26,0.91,-0.981.12,
0.11,0.94,0.26,1.05,-0.770.84,
0.11,0.94,0.26,1.12,-0.560.49,
0.11,0.94,0.26,0.98,-0.490.91,
0.11,0.94,0.26,0.91,-0.420.91,
0.11,0.94,0.26,1.05,-0.490.84,
0.11,0.94,0.27,1.05,-0.420.56,
0.11,0.94,0.27,1.05,-0.210.77,
0.11,0.94,0.27,1.19,-0.210.77,
0.11,0.94,0.27,1.12,-0.140.63,
0.11,0.94,0.27,1.12,17.850.84,
0.11,0.94,0.27,1.12,-0.140.63,
0.11,0.94,0.27,1.05,-0.210.70,
