aX,aY,aZ,gX,gY,gZ
0.09,0.73,0.03,92.89,21.8442.49,
0.07,0.84,-0.03,86.59,24.5739.97,
0.04,0.87,-0.05,86.38,25.5537.24,
-0.02,0.91,0.02,84.84,29.2634.44,
-0.07,0.89,0.12,85.47,32.9030.31,
-0.11,1,0.16,83.72,36.8926.81,
-0.14,0.85,0.14,79.24,37.3125.97,
-0.15,0.86,0.13,71.33,39.2726.74,
-0.14,0.83,0.05,69.09,35.4929.68,
-0.13,0.83,0,63.21,29.5434.44,
-0.11,0.86,0.01,58.24,22.4738.15,
-0.09,0.88,0.07,58.24,18.2041.16,
-0.06,0.94,0.12,59.43,18.2042.56,
-0.02,0.98,0.17,58.87,22.1942.84,
0.02,1.02,0.19,58.66,26.8841.44,
0.01,1.06,0.2,56.77,32.2739.62,
-0.04,1.11,0.21,51.73,38.2236.61,
-0.12,1.16,0.14,40.81,41.5132.13,
-0.19,1.2,0.07,28.49,38.3624.50,
-0.25,1.22,0.01,19.25,30.8718.48,
-0.37,1.31,-0.06,9.52,16.8710.50,
-0.39,1.33,-0.07,-1.19,5.391.89,
-0.27,1.28,0.1,-8.96,-1.47-6.09,
-0.12,1.19,0.31,-10.15,-2.87-10.50,
-0.03,1.21,0.33,-20.79,3.22-13.79,
-0.08,1.22,0.19,-38.99,11.34-13.72,
-0.16,1.29,0.05,-57.96,13.16-16.38,
-0.16,1.37,0.02,-74.83,2.80-23.10,
-0.11,1.47,0.2,-98.7,-6.09-33.18,
-0.06,1.51,0.35,-128.38,-2.38-47.95,
-0.03,1.46,0.17,-160.02,10.99-63.77,
0,1.22,0.02,-166.25,6.44-69.16,
0,1.14,0.13,-163.24,-13.37-62.44,
0.04,1.08,-0.08,-153.58,-24.01-58.45,
-0.03,1.07,-0.26,-136.29,-24.57-53.34,
-0.25,1.11,-0.22,-122.92,-27.30-49.63,
-0.37,1.17,-0.01,-118.37,-34.02-51.10,
-0.34,1.23,0.2,-119.7,-46.76-51.87,
-0.24,1.31,0.29,-123.34,-56.00-50.26,
-0.13,1.25,0.29,-122.22,-59.36-51.59,
0.05,1.14,0.39,-117.39,-47.67-53.13,
0.21,1.06,0.5,-106.96,-24.29-51.31,
0.22,1.09,0.42,-101.5,-7.70-47.95,
0.2,1.09,0.27,-98.49,-2.24-45.22,
0.15,1,0.17,-96.32,-4.69-41.79,
0.08,0.86,0.14,-85.4,-6.09-41.37,
0.06,0.8,0.09,-80.29,-14.28-36.96,
0.03,0.76,0.07,-76.37,-23.94-32.13,
0.02,0.69,0.09,-71.75,-29.05-28.70,
0.02,0.67,0.15,-63.56,-28.42-27.44,
0,0.57,0.06,-48.02,-32.41-25.55,
-0.02,0.53,0.01,-32.9,-41.09-25.76,
-0.03,0.53,0.07,-24.57,-43.96-26.25,
-0.03,0.54,0.09,-19.11,-51.24-26.18,
-0.01,0.5,0.12,-15.19,-54.81-25.83,
0.01,0.46,0.12,-10.71,-60.55-22.40,
-0.01,0.48,0.11,-6.65,-71.19-19.53,
0.04,0.44,0.18,-0.63,-72.59-18.90,
0.05,0.4,0.23,14.42,-68.67-15.82,
0.06,0.42,0.28,28.56,-60.41-13.37,
0.09,0.43,0.34,40.11,-53.06-8.68,
0.08,0.43,0.37,54.74,-47.46-2.31,
0.04,0.45,0.35,71.26,-43.823.92,
-0.04,0.55,0.36,84.42,-41.938.40,
-0.13,0.66,0.39,92.82,-40.3913.37,
-0.2,0.75,0.41,96.6,-40.8116.80,
-0.21,0.83,0.48,94.22,-42.2819.18,
-0.17,0.95,0.61,91.14,-39.4818.06,
-0.18,1.12,0.7,80.64,-33.6012.53,
-0.21,1.34,0.83,55.58,-28.424.97,
-0.21,1.57,0.95,22.05,-22.47-6.58,
-0.15,1.69,0.94,-7.49,-11.20-25.83,
-0.16,1.59,0.89,-23.24,-13.09-35.63,
-0.33,1.37,0.86,-21.42,-31.50-43.33,
-0.51,1.03,0.82,-18.9,-45.85-46.55,
-0.55,0.77,0.69,-27.44,-51.17-44.59,
-0.38,0.67,0.51,-36.26,-45.78-36.12,
-0.17,1.01,0.33,-32.62,-34.16-20.58,
0.07,1.23,0.19,-21,-28.70-9.66,
0.39,1.4,0.12,4.76,-14.98-2.80,
0.51,1.44,-0.04,40.6,-4.623.92,
0.52,1.4,-0.38,63.77,-9.455.18,
0.45,1.18,-0.16,62.02,-36.896.02,
0.39,0.97,0.36,20.72,-56.9815.12,
0.21,0.78,0.56,-15.19,-48.3717.85,
0.07,0.71,0.4,-22.68,-11.6214.49,
0.16,0.76,0.34,-39.34,20.4414.70,
0.19,0.68,0.26,-29.75,66.7813.86,
0.01,0.65,-0.05,15.82,111.0210.29,
-0.08,0.85,-0.29,47.81,121.0311.48,
-0.04,0.98,-0.37,66.71,102.6215.61,
-0.08,1.02,-0.36,78.89,70.6317.43,
-0.17,1.03,-0.23,98.56,37.5213.51,
-0.27,1.07,-0.06,113.82,21.0012.88,
-0.31,1.14,0.14,108.08,14.2812.74,
-0.3,1.11,0.2,100.1,13.4416.38,
-0.19,0.98,0.14,91,12.0419.53,
-0.1,0.73,0.18,97.23,2.1731.78,
0.07,0.7,0.35,88.27,14.7736.05,
0.05,0.67,0.24,84.28,22.8241.79,
0.05,0.7,0.09,82.6,24.2946.62,
0.02,0.71,-0.07,89.46,17.0849.07,
0.04,0.86,-0.05,90.23,15.3345.57,
0,0.91,0.01,86.73,18.8342.00,
-0.03,0.9,0.07,86.73,23.3840.67,
-0.07,0.84,0.12,86.1,27.0938.36,
-0.06,0.85,0.17,78.68,31.2937.87,
-0.1,0.8,0.16,73.71,31.5038.64,
-0.11,0.84,0.15,66.71,34.2338.50,
-0.12,0.81,0.07,65.52,31.5040.81,
-0.11,0.82,0.04,65.94,27.0245.29,
-0.12,0.85,0.04,65.17,22.6848.65,
-0.12,0.86,0.08,66.01,22.4750.68,
-0.1,0.91,0.11,66.36,23.8051.80,
-0.07,0.94,0.13,65.73,26.2550.96,
0,0.97,0.15,66.43,29.7549.21,
0.05,1.05,0.17,65.17,34.3045.78,
0.03,1.18,0.21,57.96,39.7641.93,
-0.12,1.23,0.14,43.96,41.7935.07,
-0.22,1.23,0.06,29.54,33.0427.30,
-0.36,1.26,0.01,10.5,23.9418.41,
-0.48,1.29,-0.06,-3.64,15.339.24,
-0.48,1.26,-0.04,-9.87,4.97-17.78,
-0.37,1.27,0.1,-14.49,-3.50-8.33,
-0.26,1.28,0.31,-20.02,-3.85-12.81,
-0.18,1.28,0.38,-33.32,1.12-13.58,
-0.21,1.31,0.29,-59.99,11.27-15.61,
-0.2,1.35,0.06,-76.09,11.41-22.47,
-0.18,1.42,0,-90.93,-1.47-31.50,
-0.08,1.53,0.17,-113.54,-9.80-45.78,
-0.02,1.45,0.26,-137.9,-9.80-57.96,
0,1.37,0.18,-169.82,-8.96-67.41,
0.01,1.18,0.17,-190.33,-17.78-72.24,
0.06,1.08,0.11,-178.64,-30.73-70.63,
0.03,0.95,-0.3,-157.22,-44.31-67.41,
-0.09,1,-0.34,-139.79,-53.83-63.14,
-0.3,1.2,-0.16,-129.29,-62.51-58.10,
-0.32,1.33,0.15,-122.85,-65.80-60.48,
-0.21,1.48,0.38,-129.36,-69.93-64.05,
-0.06,1.44,0.45,-132.65,-65.73-63.91,
0.1,1.34,0.37,-125.58,-55.65-63.42,
0.25,1.2,0.45,-114.17,-40.39-59.29,
0.33,1.15,0.44,-108.43,-22.19-53.06,
0.32,1.05,0.34,-107.24,-10.43-50.61,
0.22,0.92,0.24,-96.67,-6.16-49.00,
0.15,0.76,0.16,-87.43,-12.60-44.73,
0.1,0.73,0.17,-78.82,-17.50-41.30,
0.03,0.67,0.25,-71.26,-25.27-37.66,
-0.02,0.64,0.15,-65.31,-29.12-34.51,
-0.02,0.6,0.15,-60.13,-32.06-29.89,
-0.08,0.59,0.07,-48.72,-37.38-30.87,
-0.13,0.58,0.02,-29.33,-45.85-34.93,
-0.13,0.58,0.04,-14.35,-51.03-40.11,
-0.09,0.52,0.05,-3.78,-56.70-42.28,
-0.05,0.48,0.08,-1.33,-62.37-41.72,
-0.03,0.45,0.11,0.42,-67.48-41.65,
0.01,0.41,0.15,-0.14,-70.21-41.58,
0.06,0.33,0.13,7.56,-75.53-38.43,
0.11,0.29,0.17,18.41,-75.11-34.16,
0.12,0.27,0.23,37.17,-70.42-28.28,
0.13,0.28,0.32,52.92,-63.91-21.07,
0.14,0.32,0.42,67.83,-53.48-16.24,
0.1,0.37,0.42,84.56,-44.17-8.12,
-0.01,0.51,0.41,95.2,-38.71-3.01,
-0.16,0.62,0.41,104.02,-35.84-0.07,
-0.28,0.75,0.43,103.53,-37.524.48,
-0.34,0.92,0.49,90.72,-40.889.31,
-0.34,1.08,0.59,74.41,-41.4411.13,
-0.35,1.25,0.66,54.04,-40.603.57,
-0.32,1.33,0.78,35.98,-39.76-5.53,
-0.26,1.41,0.94,16.59,-31.15-14.98,
-0.22,1.43,1.03,-8.47,-19.88-21.91,
-0.18,1.38,1.01,-32.97,-16.73-27.23,
-0.19,1.23,0.82,-21.42,-28.14-33.32,
-0.34,1.05,0.6,-1.89,-47.60-37.45,
-0.41,0.95,0.5,2.1,-59.57-35.70,
-0.29,0.99,0.49,-6.58,-65.38-26.74,
-0.03,1.21,0.48,-10.5,-59.78-16.17,
0.17,1.43,0.45,-2.59,-43.12-9.80,
0.38,1.62,0.42,13.44,-17.64-4.62,
0.57,1.66,-0.13,46.13,15.54-1.68,
0.57,1.55,-0.44,70.84,7.56-1.26,
0.57,1.24,-0.07,43.61,-24.29-4.48,
0.43,0.78,0.34,-12.18,-52.156.16,
0.27,0.56,0.48,-26.74,-30.669.31,
0.26,0.57,0.39,-30.31,3.158.75,
0.33,0.54,0.38,-28,49.9812.25,
0.23,0.58,0.09,1.47,113.6812.60,
0.01,0.87,-0.24,35.7,149.5914.21,
-0.03,0.93,-0.42,67.2,140.4919.11,
-0.06,1.04,-0.46,88.13,94.9925.13,
-0.19,1.12,-0.26,106.54,61.5322.82,
-0.34,1.09,-0.13,99.33,42.5620.51,
-0.4,1.07,0.06,107.45,33.1117.57,
-0.38,1.07,0.15,106.89,31.7815.33,
-0.26,1.02,0.19,101.99,38.2216.10,
-0.08,0.82,0.15,100.73,41.7219.81,
0.05,0.72,0.17,101.57,39.9729.05,
0.16,0.66,0.24,91.49,42.9139.20,
0.09,0.61,0.13,91.91,47.6745.99,
0.04,0.65,-0.1,96.74,46.6951.31,
0.07,0.77,-0.12,96.95,44.1751.31,
0.1,0.89,-0.06,99.19,45.7848.02,
0.03,0.9,0,95.76,52.0845.71,
-0.01,0.9,0.11,92.33,59.7145.78,
-0.06,0.86,0.17,85.96,67.4844.59,
-0.09,0.84,0.18,78.82,71.4044.52,
-0.12,0.79,0.09,72.03,70.2846.27,
-0.13,0.81,0.09,65.59,65.0347.95,
-0.15,0.79,0,62.72,57.5452.57,
-0.17,0.86,0,62.23,51.2456.70,
-0.18,0.9,0.04,62.93,45.7858.59,
-0.14,0.91,0.06,63.91,42.2159.36,
-0.11,0.91,0.1,64.54,40.5358.24,
-0.09,0.95,0.15,64.61,43.5454.04,
-0.04,1.04,0.2,64.33,49.2149.28,
-0.02,1.11,0.25,63.91,56.0743.61,
-0.08,1.2,0.26,54.74,58.6637.94,
-0.24,1.23,0.17,37.24,56.2830.24,
-0.35,1.24,0.02,25.2,49.9821.91,
-0.45,1.31,-0.05,9.8,40.2512.32,
-0.54,1.34,-0.09,-2.24,27.650.98,
-0.46,1.33,-0.01,-10.92,14.77-4.27,
-0.27,1.42,0.12,-17.08,7.42-14.07,
-0.19,1.43,0.17,-37.73,2.59-19.04,
-0.22,1.46,0.12,-52.08,-0.63-26.25,
-0.23,1.54,0.08,-66.5,-4.41-36.12,
-0.22,1.59,0.05,-85.61,-13.16-52.08,
-0.15,1.58,0.24,-109.06,-20.44-64.82,
-0.07,1.51,0.28,-145.53,-24.78-73.50,
-0.04,1.26,0.26,-179.76,-29.54-74.55,
0.06,1.06,0.11,-166.74,-40.67-69.58,
0.18,1.08,-0.19,-159.81,-46.27-62.09,
0.17,1.01,-0.33,-151.48,-44.73-53.76,
0,1.15,-0.27,-133.84,-42.49-43.26,
-0.15,1.32,0.02,-132.23,-44.38-41.93,
-0.1,1.43,0.32,-134.4,-42.91-48.02,
0.02,1.37,0.44,-133.7,-36.26-51.45,
0.08,1.27,0.33,-133.21,-31.57-51.38,
0.19,1.16,0.29,-129.99,-28.14-47.39,
0.21,1.08,0.36,-125.3,-17.85-39.90,
0.18,1.01,0.31,-121.1,-6.86-34.93,
0.11,0.95,0.21,-119.63,-7.28-29.89,
0.03,0.87,0.12,-110.67,-11.34-30.38,
0.04,0.75,0.05,-101.5,-16.31-27.51,
0.1,0.64,0.03,-94.29,-22.26-21.77,
0.09,0.63,0.05,-87.43,-26.74-17.71,
0.09,0.62,0.07,-87.78,-24.36-14.28,
0.08,0.56,0.07,-78.05,-21.35-12.46,
0.06,0.5,0.03,-61.32,-21.21-14.28,
0.08,0.47,0.06,-41.3,-23.66-16.87,
0.05,0.46,0.11,-33.04,-27.37-17.92,
0.05,0.44,0.17,-24.15,-27.16-20.65,
0.03,0.41,0.2,-16.17,-27.44-20.30,
0.05,0.37,0.2,-10.43,-28.42-18.97,
0.02,0.37,0.15,-2.45,-39.20-16.66,
0.02,0.36,0.21,3.01,-44.24-14.42,
-0.03,0.32,0.24,23.8,-50.12-10.36,
-0.05,0.38,0.32,41.23,-53.90-5.60,
-0.05,0.38,0.44,59.22,-51.87-1.82,
-0.06,0.35,0.49,82.32,-45.576.44,
-0.12,0.51,0.48,96.18,-41.1612.32,
-0.22,0.65,0.47,98.21,-39.0614.42,
-0.27,0.72,0.46,96.88,-36.4015.40,
-0.24,0.83,0.53,89.74,-34.7915.19,
-0.2,1.04,0.67,79.73,-36.1212.60,
-0.18,1.26,0.81,61.18,-37.804.55,
-0.17,1.48,0.98,40.11,-35.35-5.74,
-0.11,1.68,1.1,10.78,-14.98-17.78,
-0.03,1.71,1.1,-16.59,4.06-27.65,
-0.08,1.51,0.96,-21.42,-4.13-32.97,
-0.28,1.27,0.81,-9.73,-35.21-38.78,
-0.44,1.05,0.7,-10.71,-56.77-43.61,
-0.34,1,0.59,-23.31,-55.93-37.66,
-0.07,1.29,0.4,-26.39,-35.98-24.78,
0.22,1.54,0.17,-22.12,-12.95-11.13,
0.46,1.63,0.12,-10.57,4.34-3.99,
0.57,1.43,-0.25,39.06,20.16-3.50,
0.5,1.12,-0.4,67.69,1.47-3.64,
0.56,0.82,0.02,31.64,-38.647.84,
0.49,0.53,0.46,-32.27,-64.9631.64,
0.26,0.53,0.62,-54.88,-38.7835.14,
0.25,0.7,0.52,-51.38,14.2828.00,
0.16,0.74,0.32,-17.08,89.1816.38,
0.03,0.77,-0.17,30.66,155.263.36,
-0.08,0.82,-0.32,64.19,174.862.87,
-0.05,0.91,-0.51,80.57,145.8822.26,
-0.09,1.12,-0.47,86.03,77.8434.93,
-0.17,1.23,-0.3,85.47,53.9730.80,
-0.27,1.24,-0.1,91.42,40.9523.94,
-0.25,1.15,0.11,101.57,41.2318.97,
-0.19,1.08,0.19,107.87,49.9815.75,
-0.11,0.92,0.21,105.7,55.0217.78,
0.01,0.7,0.23,95.76,57.4727.65,
0.07,0.64,0.24,89.18,54.6040.95,
0.12,0.64,0.26,85.26,64.6145.99,
0.01,0.62,0.08,85.05,69.5847.67,
-0.01,0.68,-0.08,85.26,67.0647.67,
-0.08,0.71,-0.26,93.1,48.8649.21,
-0.08,1,-0.15,95.2,38.0146.41,
-0.12,0.89,-0.03,94.36,33.3945.22,
-0.16,0.86,0.09,91.84,31.7845.64,
-0.16,0.83,0.16,87.36,31.7145.85,
-0.12,0.83,0.21,78.82,35.9144.66,
-0.1,0.83,0.17,71.89,38.0145.01,
-0.12,0.8,0.13,67.2,35.6347.46,
-0.13,0.82,0.07,64.33,33.5350.68,
-0.11,0.84,0.06,63.77,31.5754.32,
-0.08,0.86,0.06,64.82,29.2657.54,
-0.07,0.9,0.06,66.22,26.0460.13,
-0.08,0.93,0.09,68.11,24.7861.11,
-0.05,0.99,0.14,69.86,28.0759.78,
-0.02,1.07,0.2,69.09,32.4154.81,
-0.02,1.17,0.27,62.86,38.2247.46,
-0.08,1.22,0.25,48.86,45.7136.61,
-0.19,1.23,0.17,26.74,44.5226.46,
-0.29,1.24,0,3.85,40.6717.22,
-0.41,1.27,-0.16,-6.93,28.217.56,
-0.45,1.27,-0.11,-9.1,10.99-1.47,
-0.4,1.34,0.01,-15.54,-2.38-10.64,
-0.33,1.4,0.09,-29.12,-9.94-17.85,
-0.23,1.48,0.08,-42.28,-11.27-28.70,
-0.22,1.61,0.01,-59.36,-21.35-40.88,
-0.15,1.77,0.03,-80.15,-31.92-55.02,
-0.09,1.84,0.28,-108.57,-31.50-67.97,
-0.06,1.6,0.28,-132.09,-24.64-74.69,
0.02,1.23,0.2,-155.4,-20.51-71.47,
0.18,1.02,0.2,-161.28,-22.96-63.63,
0.23,0.98,0.05,-159.11,-26.39-55.37,
0.14,0.92,-0.29,-135.38,-35.98-47.88,
0.05,1.03,-0.25,-123.9,-46.20-41.37,
-0.02,1.16,-0.01,-117.6,-51.87-38.57,
-0.02,1.31,0.27,-114.59,-49.63-43.05,
0.06,1.34,0.44,-116.41,-34.86-49.56,
0.1,1.22,0.4,-114.1,-22.26-52.01,
0.11,1.15,0.35,-108.36,-18.76-49.14,
0.02,1.12,0.25,-108.01,-21.21-43.33,
-0.01,1.09,0.15,-108.78,-25.06-36.89,
0.04,1.05,0.13,-106.96,-28.14-34.79,
0.11,0.89,0.11,-100.59,-30.45-32.62,
0.17,0.81,0.12,-91.91,-28.70-29.68,
0.2,0.77,0.15,-86.94,-24.01-25.97,
0.2,0.73,0.12,-79.45,-20.51-24.78,
0.18,0.69,0.11,-76.44,-16.87-23.80,
0.19,0.67,0.12,-71.54,-10.22-22.75,
0.15,0.58,0.07,-62.51,-7.84-23.66,
0.13,0.46,0.02,-46.62,-11.41-24.43,
0.1,0.47,0.06,-31.5,-16.73-25.55,
0.06,0.47,0.13,-28.35,-20.65-25.48,
0.02,0.47,0.15,-20.58,-28.28-24.99,
-0.02,0.51,0.15,-16.17,-35.42-23.38,
-0.05,0.48,0.15,-9.52,-43.40-19.74,
-0.08,0.5,0.16,-4.13,-52.29-15.19,
-0.07,0.44,0.18,4.69,-56.42-13.58,
-0.05,0.42,0.21,17.92,-58.87-10.43,
-0.04,0.4,0.25,34.3,-61.53-7.28,
-0.05,0.35,0.28,54.95,-61.46-3.92,
-0.06,0.35,0.36,73.57,-58.521.68,
-0.07,0.43,0.41,85.4,-54.819.94,
-0.1,0.61,0.47,87.78,-50.8914.00,
-0.16,0.7,0.51,89.6,-45.6416.10,
-0.22,0.82,0.55,85.54,-41.8613.30,
-0.25,0.92,0.66,80.5,-37.809.24,
-0.28,1.06,0.82,73.22,-30.594.34,
-0.27,1.33,0.89,47.18,-17.78-2.73,
-0.21,1.63,0.95,8.19,-1.61-22.19,
-0.1,1.59,0.82,-10.57,20.72-34.93,
-0.07,1.64,0.67,-15.12,-6.02-36.12,
-0.2,1.51,0.78,-11.55,-51.45-40.95,
-0.42,1.2,0.85,-6.51,-70.35-48.23,
-0.34,1.01,0.82,-26.88,-62.51-49.07,
-0.05,1.1,0.72,-48.79,-28.49-38.78,
0.09,1.32,0.32,-44.59,1.54-29.54,
0.39,1.45,-0.1,-21.35,20.37-18.13,
0.66,1.41,-0.41,37.17,16.31-3.71,
0.73,1.31,-0.55,60.41,-15.337.14,
0.64,1.04,-0.06,19.46,-57.9621.49,
0.49,0.83,0.42,-48.51,-79.3838.36,
0.4,0.71,0.59,-63.49,-54.1140.74,
0.29,0.82,0.48,-35,29.8223.73,
0.15,0.79,0.28,-1.19,109.487.07,
0.04,0.79,0.04,45.08,169.19-4.34,
-0.04,0.76,-0.2,72.73,181.65-3.50,
-0.01,0.78,-0.46,82.67,137.0618.27,
-0.06,1.11,-0.34,81.34,90.5129.61,
-0.19,1.12,-0.24,82.95,67.1326.95,
-0.37,1.22,-0.13,81.69,50.8922.54,
-0.35,1.19,0,107.38,45.1519.88,
-0.28,1.14,0.1,98.98,45.0816.52,
-0.09,0.97,0.19,101.22,48.0918.62,
0,0.78,0.24,97.23,46.0622.61,
0.11,0.63,0.29,94.29,46.6937.73,
0.15,0.59,0.23,88.2,49.4246.20,
-0.02,0.61,0.07,86.38,56.8448.51,
-0.04,0.65,-0.06,85.12,54.3949.91,
-0.08,0.7,-0.18,92.75,41.2351.17,
-0.06,0.85,-0.05,95.9,37.8747.25,
-0.08,0.88,0.05,95.83,38.0144.87,
-0.11,0.87,0.13,91.77,40.4643.26,
-0.13,0.85,0.16,85.19,46.1341.02,
-0.11,0.82,0.17,81.55,48.7240.53,
-0.11,0.81,0.14,73.36,47.1141.86,
-0.12,0.84,0.08,65.52,41.5844.24,
-0.14,0.87,0.06,60.41,37.3846.83,
-0.15,0.88,0.08,61.53,33.1150.68,
-0.11,0.9,0.1,64.05,33.9552.64,
-0.07,0.91,0.08,65.1,35.6354.25,
-0.05,0.94,0.09,65.1,35.9154.18,
-0.04,1.02,0.14,64.61,39.1351.87,
-0.03,1.09,0.2,63.21,44.9447.25,
-0.06,1.17,0.23,56.84,50.1938.92,
-0.16,1.22,0.2,44.87,50.9630.10,
-0.29,1.21,0.1,33.46,43.5422.33,
-0.41,1.25,-0.02,18.13,35.1414.14,
-0.51,1.29,-0.15,0.28,23.664.48,
-0.48,1.3,-0.01,-4.06,8.61-3.64,
-0.33,1.31,0.13,-5.6,-2.10-8.82,
-0.29,1.33,0.3,-15.26,-0.21-13.72,
-0.06,1.33,0.31,-34.23,4.41-16.24,
-0.16,1.3,0.21,-55.37,11.34-18.13,
-0.17,1.32,0.07,-78.75,8.47-22.96,
-0.13,1.37,0.01,-94.85,-2.73-33.39,
-0.01,1.45,0.22,-115.57,-7.28-44.52,
0.06,1.42,0.31,-136.29,0.98-60.27,
0.09,1.27,0.13,-158.06,9.45-66.29,
0.04,1.14,0.14,-172.83,-0.84-63.35,
0.02,1.07,0.22,-172.2,-8.89-56.77,
-0.03,0.98,-0.23,-147.91,-16.03-52.78,
-0.18,1.06,-0.28,-128.45,-27.16-47.74,
-0.33,1.22,-0.14,-115.36,-38.50-44.66,
-0.27,1.33,0.04,-103.32,-47.11-46.97,
-0.14,1.48,0.32,-104.51,-51.31-49.28,
-0.06,1.39,0.42,-105.14,-45.22-50.54,
0.06,1.27,0.39,-105.42,-39.27-50.12,
0.22,1.17,0.4,-101.22,-26.32-48.09,
0.29,1.11,0.33,-98.35,-11.20-44.66,
0.28,1.06,0.23,-96.95,-1.82-41.72,
0.25,0.93,0.16,-93.8,-0.28-38.29,
0.21,0.84,0.11,-85.4,-0.07-36.54,
0.16,0.78,0.1,-79.03,-0.49-33.32,
0.11,0.73,0.06,-77.7,-5.74-29.47,
0.06,0.71,0.06,-72.24,-10.36-25.13,
0.07,0.71,0.08,-69.02,-10.92-21.70,
0.03,0.65,0.05,-59.64,-12.95-19.67,
0.03,0.59,0.04,-47.88,-13.79-22.26,
0.05,0.51,0.02,-33.46,-18.20-25.69,
0.01,0.52,0.07,-27.72,-21.56-28.14,
0.01,0.47,0.09,-23.31,-28.28-27.72,
0,0.45,0.08,-18.41,-37.73-25.76,
0,0.45,0.08,-14.63,-47.32-21.98,
0,0.42,0.09,-6.79,-56.63-17.64,
0.03,0.4,0.17,4.13,-57.68-15.33,
0.04,0.36,0.23,21.91,-55.02-10.50,
0.03,0.41,0.28,39.34,-52.01-5.53,
0.02,0.46,0.38,50.68,-47.46-2.24,
-0.03,0.45,0.4,66.08,-43.821.12,
-0.09,0.61,0.38,78.33,-43.825.81,
-0.16,0.58,0.39,86.31,-46.069.87,
-0.28,0.71,0.44,89.53,-53.0614.35,
-0.36,0.84,0.54,84.77,-56.8417.22,
-0.4,1,0.66,79.1,-55.7217.43,
-0.44,1.21,0.81,64.96,-51.4512.46,
-0.43,1.44,0.89,40.74,-45.15-15.68,
-0.33,1.61,0.97,8.96,-32.13-17.01,
-0.17,1.59,0.96,-21.28,-7.70-31.85,
-0.06,1.42,0.84,-38.57,-1.54-38.92,
-0.12,1.31,0.74,-28.98,-24.36-40.53,
-0.29,1.14,0.72,-15.75,-56.49-42.14,
-0.36,0.92,0.64,-16.45,-74.20-37.87,
-0.15,0.88,0.56,-29.89,-73.36-24.78,
0.03,1.17,0.42,-32.76,-57.40-18.97,
-0.02,1.43,0.45,-114.38,-45.22-56.70,
0.02,1.23,0.39,-104.93,-33.95-57.33,
0.09,1.09,0.41,-99.05,-22.68-55.37,
0.12,1.05,0.34,-99.82,-17.29-52.36,
0.07,1,0.23,-99.4,-21.35-46.83,
0.05,0.89,0.22,-92.54,-24.29-42.77,
0.07,0.82,0.16,-82.95,-24.57-45.92,
0.09,0.72,0.11,-78.61,-28.35-41.86,
0.07,0.68,0.06,-78.26,-35.98-37.10,
0.08,0.62,0.14,-71.61,-39.20-34.72,
0.07,0.57,0.15,-63.63,-35.84-32.48,
0.03,0.51,0.07,-48.93,-39.41-30.03,
0.01,0.52,0.07,-31.01,-47.39-30.59,
-0.02,0.55,0.13,-20.16,-49.07-31.78,
-0.02,0.55,0.17,-15.61,-46.83-32.97,
0.02,0.56,0.18,-13.44,-45.85-34.44,
0.03,0.5,0.17,-5.81,-47.67-32.62,
0.01,0.53,0.17,-2.1,-54.74-28.84,
0.05,0.47,0.2,5.39,-57.47-24.85,
0.07,0.43,0.25,20.23,-56.14-17.78,
0.09,0.43,0.29,36.26,-53.90-9.94,
0.09,0.46,0.35,55.79,-52.01-2.73,
0.08,0.46,0.39,72.24,-46.693.57,
0.03,0.47,0.41,85.75,-42.0711.90,
-0.08,0.55,0.43,94.43,-38.3619.04,
-0.2,0.62,0.41,99.12,-30.6621.42,
-0.3,0.71,0.41,96.53,-22.6124.43,
-0.3,0.83,0.48,80.78,-19.5327.65,
-0.27,0.99,0.57,71.54,-23.3126.95,
-0.27,1.25,0.71,58.17,-33.6021.49,
-0.25,1.6,0.91,35.07,-42.217.77,
-0.23,1.65,1.06,7.21,-32.48-8.40,
-0.17,1.62,0.98,-21.84,-4.27-23.94,
-0.2,1.44,0.9,-42.07,-8.12-31.99,
-0.32,1.19,0.79,-34.51,-32.27-38.50,
-0.47,0.92,0.65,-24.15,-48.58-42.84,
-0.42,0.79,0.54,-24.43,-45.85-42.98,
-0.18,0.86,0.41,-23.1,-24.64-33.95,
-0.02,1.09,0.25,-14.21,-9.10-26.04,
0.28,1.2,0.19,7.49,-2.59-15.75,
0.48,1.37,0.14,53.97,6.79-5.25,
0.53,1.53,-0.19,81.69,9.800.56,
0.5,1.36,-0.45,93.03,-13.580.00,
0.42,1.22,0.24,48.93,-53.9010.15,
0.33,0.98,0.71,-21.07,-61.7415.19,
0.09,0.79,0.5,-34.51,-14.9810.99,
0.16,0.77,0.42,-40.74,27.163.78,
0.25,0.61,0.4,-32.34,78.891.40,
0.09,0.49,-0.05,15.4,134.12-0.21,
-0.11,0.67,-0.3,47.95,151.905.25,
-0.09,0.91,-0.47,65.87,132.8618.97,
-0.08,1,-0.52,80.71,72.5231.57,
-0.15,1.18,-0.37,88.34,43.1934.72,
-0.21,1.18,-0.12,90.44,24.2930.94,
-0.29,1.09,0.1,93.52,17.0125.76,
-0.29,1.03,0.19,91.98,25.1325.13,
-0.23,0.9,0.1,94.85,32.2726.53,
-0.07,0.79,0.09,93.31,33.0431.85,
0.08,0.74,0.2,88.69,32.1340.74,
0.12,0.67,0.24,82.95,37.1746.41,
0.06,0.65,0.12,81.41,43.3349.49,
-0.02,0.68,-0.14,84.56,37.1751.52,
