aX,aY,aZ,gX,gY,gZ
0.21,0.95,0.20,9.87,-50.40,
0.23,0.98,0.18,10.43,-40.46,
0.23,1.00,0.18,12.46,-27.65,
0.24,1.07,0.18,19.04,0.21-21.56,
0.22,1.10,0.18,22.75,1.54-17.08,
0.18,1.14,0.16,22.68,-13.79,
0.16,1.16,0.20,20.23,-11.06,
0.13,1.19,0.23,16.66,-8.75,
0.05,1.21,0.21,9.45,-8.61,
-0.02,1.21,0.21,5.46,-10.43,
-0.05,1.24,0.24,-0.21,-14.49,
-0.06,1.25,0.28,-6.16,-16.94,
-0.07,1.25,0.31,-10.64,-16.38,
-0.07,1.35,0.31,-12.46,-14.28,
-0.07,1.49,0.18,-21.07,2.73-12.53,
-0.08,1.54,0.12,-35.35,2.17-7.98,
-0.10,1.53,0.16,-44.45,3.01-0.21,
-0.10,1.55,0.22,-41.72,7.077.28,
-0.13,1.48,0.27,-38.36,8.1911.83,
-0.15,1.46,0.33,-38.43,7.7012.88,
-0.19,1.43,0.37,-44.17,6.0214.07,
-0.24,1.36,0.38,-56.07,3.2916.24,
-0.24,1.28,0.37,-73.01,2.2418.06,
-0.17,1.16,0.39,-93.80,4.1319.11,
-0.11,1.04,0.47,-105.49,8.5419.95,
-0.06,0.98,0.49,-116.34,12.7421.28,
-0.02,0.96,0.51,-129.64,17.7824.92,
0.03,0.97,0.52,-144.20,25.2731.15,
0.09,1.00,0.51,-160.51,30.3838.99,
0.08,1.04,0.45,-176.26,27.5148.58,
0.08,1.04,0.42,-182.35,20.0959.50,
0.01,1.06,0.41,-175.98,10.6469.72,
0.01,1.05,0.40,-159.88,3.0178.12,
-0.04,1.08,0.39,-147.28,-0.6380.78,
-0.08,1.04,0.39,-137.83,-2.0381.48,
-0.03,0.92,0.38,-123.34,2.9480.92,
-0.07,0.88,0.36,-100.73,8.4075.39,
-0.07,0.82,0.35,-88.62,17.3669.30,
-0.09,0.76,0.35,-79.03,30.5963.21,
-0.12,0.76,0.41,-72.17,41.2354.11,
-0.16,0.78,0.43,-70.84,46.1348.93,
-0.14,0.80,0.47,-78.75,43.8944.17,
-0.06,0.86,0.46,-87.71,37.8044.80,
-0.03,0.83,0.50,-98.98,29.1944.94,
-0.03,0.80,0.54,-116.34,20.0947.95,
-0.01,0.73,0.54,-132.23,15.5453.13,
-0.04,0.59,0.53,-146.86,14.8456.56,
-0.07,0.47,0.49,-151.97,20.5857.47,
-0.06,0.41,0.43,-141.54,30.5954.11,
-0.10,0.41,0.35,-110.67,36.5448.44,
-0.12,0.40,0.35,-90.79,37.2446.69,
-0.07,0.41,0.34,-71.40,33.4645.36,
-0.05,0.47,0.39,-62.58,24.0846.27,
-0.03,0.51,0.42,-56.98,11.0648.79,
-0.04,0.49,0.45,-63.00,5.3247.95,
-0.37,1.16,0.48,-80.43,2.73100.31,
-0.08,0.23,0.47,-113.82,7.3578.75,
-0.11,0.21,0.59,-105.98,15.6874.48,
-0.06,0.17,0.61,-92.47,23.8762.02,
-0.03,0.11,0.61,-78.82,32.6950.75,
0.01,-0.01,0.58,-59.08,38.0143.47,
-0.01,-0.02,0.54,-35.84,35.0734.30,
0.00,0.03,0.51,-16.80,26.3927.51,
0.02,0.06,0.54,-2.73,13.7921.77,
0.01,0.12,0.61,12.11,-1.3314.70,
0.03,0.18,0.69,30.80,-12.466.79,
0.03,0.24,0.78,45.71,-17.501.75,
0.10,0.25,0.87,59.92,-20.37,
0.17,0.32,0.94,75.74,-26.95,
0.22,0.33,0.94,92.61,-33.67,
0.13,0.55,0.90,95.55,-40.53,
0.22,0.62,0.85,107.87,-28.985.46,
0.20,0.59,1.05,115.85,-30.6615.54,
0.05,0.84,1.38,85.05,-34.5123.24,
-0.07,1.03,1.09,89.04,-22.6114.07,
-0.19,1.52,1.31,94.92,-13.30,
-0.19,1.86,1.12,94.99,19.88-30.45,
-0.19,1.69,1.00,74.90,19.88-38.36,
-0.13,1.10,0.74,74.20,26.88-36.12,
-0.01,0.80,0.62,88.48,31.22-31.78,
0.03,0.60,0.55,99.82,25.83-30.03,
0.08,0.50,0.48,98.00,18.83-30.66,
0.06,0.44,0.41,102.90,14.56-26.88,
0.02,0.47,0.37,106.26,10.50-27.72,
-0.06,0.53,0.34,104.86,5.88-28.77,
-0.10,0.60,0.33,105.77,1.61-31.08,
-0.18,0.64,0.32,106.33,-36.54,
-0.21,0.72,0.35,103.53,-46.27,
-0.19,0.82,0.37,99.68,-55.51,
-0.20,0.97,0.40,100.66,-64.82,
-0.18,1.10,0.41,102.83,-71.68,
-0.14,1.16,0.43,104.37,-76.09,
-0.08,1.14,0.44,107.59,-78.54,
-0.01,1.09,0.40,111.09,-78.96,
0.06,1.05,0.35,110.95,-81.55,
0.10,0.97,0.33,106.05,-84.35,
0.14,0.93,0.32,102.48,-87.99,
0.14,0.90,0.28,97.72,-91.35,
0.09,0.82,0.27,99.33,-96.88,
0.09,0.87,0.30,92.96,-97.23,
0.08,0.87,0.28,84.56,-93.59,
0.07,0.86,0.27,83.79,-88.97,
0.05,0.89,0.37,83.65,-87.64,
0.07,0.92,0.27,79.94,-87.08,
0.07,0.91,0.30,75.25,-82.60,
0.09,0.88,0.28,75.04,-75.53,
0.10,0.86,0.28,74.20,-68.11,
0.15,0.86,0.26,74.27,-61.39,
0.13,0.84,0.25,70.70,-54.53,
0.10,0.82,0.21,68.32,-49.56,
0.05,0.80,0.15,67.90,-47.04,
0.06,0.79,0.17,63.70,-43.40,
0.05,0.77,0.18,59.29,-41.86,
0.05,0.77,0.20,57.89,-42.70,
0.02,0.75,0.19,62.93,-38.64,
-0.02,0.82,0.22,68.32,-39.06,
-0.12,0.90,0.24,66.71,-45.92,
-0.18,0.97,0.21,59.71,-59.22,
-0.19,0.93,0.20,50.33,-73.71,
-0.12,0.91,0.20,41.58,-78.19,
-0.03,0.91,0.19,32.97,-80.15,
0.08,0.89,0.20,25.97,-79.87,
0.14,0.88,0.18,22.89,-68.74,
0.21,0.96,0.15,21.98,-61.53,
0.19,1.03,0.14,20.30,-48.65,
0.15,1.09,0.14,18.90,-37.87,
0.18,1.13,0.13,18.27,-34.30,
0.18,1.15,0.18,20.86,-31.99,
0.17,1.21,0.37,21.91,-29.68,
0.16,1.22,0.24,17.78,-27.72,
0.15,1.22,0.21,10.43,-26.25,
0.14,1.21,0.22,4.83,-25.27,
0.11,1.19,0.21,-4.83,-23.94,
0.09,1.17,0.22,-8.75,-20.58,
0.05,1.20,0.22,-10.15,-16.38,
0.02,1.27,0.26,-13.16,-13.30,
0.01,1.30,0.26,-14.21,1.61-13.44,
-0.02,1.33,0.27,-17.43,1.89-13.65,
-0.08,1.43,0.24,-21.98,0.07-11.55,
-0.06,1.48,0.08,-35.91,-9.03,
-0.11,1.40,0.06,-54.25,-6.162.66,
-0.13,1.39,0.16,-59.15,-6.5111.69,
-0.13,1.33,0.24,-57.96,-1.7520.51,
-0.19,1.25,0.31,-53.20,-2.8025.06,
-0.27,1.24,0.37,-55.23,-6.0924.78,
-0.31,1.21,0.38,-66.22,-8.8923.45,
-0.26,1.13,0.36,-80.36,-8.6821.21,
-0.15,1.07,0.40,-97.93,-4.6218.55,
-0.05,0.97,0.47,-103.95,3.2215.40,
0.01,0.95,0.51,-110.74,12.5316.80,
0.03,1.01,0.52,-121.66,18.5521.28,
0.07,1.07,0.49,-137.34,22.0525.62,
0.11,1.12,0.44,-155.68,21.1432.41,
0.15,1.13,0.40,-177.73,17.0140.11,
0.22,1.02,0.41,-180.88,12.6753.76,
0.18,1.05,0.35,-172.06,5.4665.10,
0.11,1.07,0.38,-163.17,1.9674.20,
0.08,1.05,0.44,-152.53,4.1379.45,
0.04,0.94,0.46,-137.55,11.2781.20,
0.01,0.89,0.41,-114.24,20.0280.57,
0.00,0.83,0.36,-97.02,27.3777.91,
-0.02,0.80,0.34,-88.27,32.9774.76,
-0.06,0.76,0.37,-79.45,39.5570.84,
-0.12,0.74,0.45,-75.60,45.7163.14,
-0.13,0.75,0.48,-74.69,47.0458.31,
-0.12,0.80,0.51,-77.14,43.6154.18,
-0.10,0.82,0.50,-92.82,38.1550.40,
-0.10,0.83,0.44,-100.17,28.3548.51,
-0.12,0.79,0.52,-106.19,15.4751.80,
-0.04,0.78,0.56,-115.64,5.6761.25,
-0.04,0.69,0.55,-133.91,-2.9467.55,
-0.04,0.60,0.54,-139.86,2.2466.57,
-0.11,0.46,0.44,-128.10,14.9166.64,
-0.14,0.41,0.37,-107.94,27.8658.66,
-0.10,0.42,0.32,-83.30,34.7950.82,
0.01,0.43,0.32,-65.66,34.3046.62,
0.10,0.46,0.38,-52.15,26.9547.18,
0.00,0.43,0.42,-47.32,17.6473.78,
0.26,0.35,0.41,-98.35,15.8987.99,
0.00,0.22,0.55,-93.52,12.7482.95,
0.01,0.27,0.60,-90.86,21.9873.85,
-0.04,0.23,0.60,-88.90,32.2067.27,
-0.06,0.13,0.59,-84.35,42.1454.95,
-0.05,0.19,0.60,-73.22,46.2046.76,
-0.04,0.20,0.58,-59.85,43.0539.76,
0.00,0.20,0.56,-21.63,34.4433.81,
0.04,0.20,0.56,-15.68,24.5027.30,
0.07,0.20,0.60,5.88,16.7320.58,
0.06,0.18,0.64,28.35,11.3413.44,
0.05,0.17,0.72,49.49,7.983.57,
0.07,0.19,0.81,63.21,5.46-5.04,
0.11,0.19,0.88,65.10,-16.66,
0.18,0.16,0.84,90.30,-24.78,
0.15,0.26,0.84,94.71,-43.96,
0.16,0.52,0.77,97.93,-43.75,
0.11,0.53,0.78,106.33,-34.02,
0.11,0.31,0.89,134.33,-28.915.32,
-0.02,0.85,1.38,114.17,-36.6112.18,
0.02,1.19,1.30,69.72,-27.936.51,
-0.10,1.58,1.27,97.58,-15.89,
-0.10,2.25,1.13,120.75,10.71-31.92,
-0.22,2.11,1.01,93.03,15.47-33.18,
-0.03,1.58,0.77,66.99,32.13-26.60,
0.06,0.91,0.63,63.91,48.37-27.37,
-0.01,0.47,0.49,80.99,52.78-26.95,
0.03,0.37,0.41,97.51,43.40-27.72,
0.00,0.31,0.36,102.69,27.79-28.77,
-0.01,0.38,0.35,102.27,17.43-31.78,
0.00,0.40,0.29,104.16,7.35-31.78,
-0.08,0.49,0.24,107.66,0.28-34.65,
-0.18,0.53,0.22,111.93,-46.27,
-0.29,0.64,0.26,109.06,-59.22,
-0.31,0.80,0.31,100.31,-74.27,
-0.31,0.93,0.35,105.49,-85.05,
-0.27,1.10,0.39,117.46,-92.75,
-0.20,1.26,0.40,126.98,-95.62,
-0.11,1.23,0.41,130.55,-96.53,
0.07,1.19,0.42,131.25,-93.73,
0.13,1.10,0.34,125.58,-92.89,
0.18,1.00,0.29,118.93,-95.20,
0.16,0.92,0.27,107.66,-101.78,
0.18,0.80,0.26,102.48,-102.34,
0.19,0.79,0.27,101.01,-101.15,
0.19,0.80,0.26,95.41,-93.94,
0.18,0.83,0.23,94.01,-90.79,
0.14,0.85,0.25,87.57,-87.15,
0.14,0.88,0.24,80.50,-80.92,
0.13,0.89,0.27,76.30,-72.80,
0.10,0.85,0.24,73.57,-63.77,
0.09,0.87,0.22,72.03,-56.84,
0.12,0.83,0.24,65.94,-44.24,
0.14,0.81,0.20,58.03,-32.62,
0.14,0.81,0.15,52.99,-22.19,
0.10,0.82,0.14,47.11,4.48-18.97,
0.04,0.82,0.16,44.66,2.38-15.40,
-0.04,0.81,0.19,45.43,-14.63,
-0.10,0.85,0.17,46.83,-26.04,
-0.10,0.84,0.23,48.51,-30.10,
-0.12,0.83,0.24,56.14,-38.50,
-0.11,0.90,0.26,54.46,-46.83,
-0.12,0.91,0.25,48.93,-54.04,
-0.06,0.90,0.19,42.28,-65.94,
0.03,0.92,0.17,38.57,-66.92,
0.10,0.90,0.16,33.67,-62.23,
0.10,0.96,0.14,29.89,-61.32,
0.11,1.04,0.13,20.79,-52.99,
0.11,1.06,0.14,17.78,-43.26,
0.12,1.05,0.15,16.94,-35.00,
0.15,1.00,0.18,15.96,-27.09,
0.23,0.94,0.18,14.63,-21.70,
0.26,0.90,0.19,14.70,-19.53,
0.25,0.89,0.16,17.43,-18.06,
0.21,0.93,0.11,19.11,-16.59,
0.17,0.99,0.08,20.65,-12.18,
0.10,1.05,0.10,19.60,-7.42,
0.03,1.14,0.12,15.47,4.69-7.49,
-0.03,1.18,0.16,9.38,10.92-10.43,
-0.08,1.24,0.19,2.17,12.46-13.65,
-0.09,1.28,0.20,-3.43,9.73-16.17,
-0.11,1.35,0.18,-8.75,3.64-18.55,
-0.12,1.36,0.19,-12.53,-22.33,
-0.08,1.43,0.14,-16.45,-25.06,
-0.04,1.47,0.05,-25.41,-21.21,
-0.07,1.48,0.04,-34.16,-11.76,
-0.10,1.53,0.14,-36.96,2.380.49,
-0.14,1.52,0.25,-33.46,9.598.61,
-0.21,1.55,0.30,-32.27,9.4512.95,
-0.25,1.56,0.30,-38.99,7.5613.93,
-0.24,1.48,0.29,-49.77,6.0915.47,
-0.23,1.37,0.28,-61.18,4.4816.73,
-0.19,1.25,0.29,-72.03,3.6417.50,
-0.14,1.13,0.32,-84.56,3.2217.64,
-0.11,1.02,0.38,-93.94,3.9217.64,
-0.08,0.96,0.44,-103.32,6.1617.36,
-0.06,0.95,0.45,-113.75,7.4218.34,
-0.04,0.95,0.47,-123.55,9.4521.77,
0.00,1.00,0.49,-135.24,12.8827.86,
0.02,0.99,0.49,-147.49,14.0037.52,
0.00,1.06,0.45,-159.81,9.6646.83,
-0.03,1.08,0.38,-171.85,-1.0554.25,
-0.01,1.03,0.41,-173.67,-8.5463.07,
-0.01,0.99,0.39,-167.23,-14.1470.21,
-0.03,0.98,0.37,-153.51,-17.9275.95,
-0.04,1.00,0.38,-139.93,-14.9177.14,
0.00,0.93,0.40,-120.96,-7.4976.09,
-0.02,0.88,0.39,-101.01,0.0772.24,
-0.04,0.76,0.39,-86.03,9.4566.08,
-0.06,0.66,0.41,-74.83,21.2158.03,
-0.09,0.64,0.42,-61.18,35.0052.92,
-0.12,0.68,0.44,-59.01,39.1346.27,
-0.10,0.74,0.47,-66.57,37.2441.72,
-0.07,0.79,0.48,-76.72,28.2839.97,
0.00,0.78,0.54,-83.58,17.7141.65,
0.07,0.63,0.56,-94.92,10.5046.48,
0.01,0.67,0.57,-108.01,7.4252.22,
-0.03,0.60,0.55,-115.01,7.1458.17,
-0.06,0.54,0.54,-143.08,9.0361.81,
-0.11,0.45,0.46,-129.22,18.3458.31,
-0.17,0.41,0.38,-121.45,29.8954.32,
-0.10,0.49,0.33,-105.63,40.1846.06,
-0.09,0.48,0.34,-89.88,40.9539.83,
0.00,0.49,0.34,-69.16,35.2137.87,
0.04,0.50,0.39,-59.99,24.9934.72,
0.03,0.45,0.43,-60.34,14.7734.93,
0.01,0.42,0.52,-68.60,8.6135.49,
0.00,0.41,0.59,-77.84,7.7036.26,
-0.03,1.40,0.64,-110.18,12.1162.30,
-0.04,0.23,0.60,-108.15,8.9661.04,
-0.04,0.19,0.59,-97.02,15.0557.54,
-0.02,0.23,0.57,-80.43,23.3850.47,
-0.08,0.19,0.53,-59.29,24.7143.40,
-0.11,0.23,0.53,-46.90,21.0734.93,
-0.06,0.21,0.56,-30.87,13.0928.77,
-0.01,0.23,0.60,-14.00,6.7919.32,
0.06,0.21,0.64,3.64,-0.1413.44,
0.11,0.18,0.71,23.38,-0.357.07,
0.12,0.18,0.77,46.20,0.771.05,
0.15,0.15,0.83,58.52,-5.46,
0.16,0.21,0.90,67.48,-16.03,
0.19,0.22,0.93,77.70,-29.82,
0.22,0.31,0.90,86.03,-43.54,
0.20,0.61,0.89,78.54,-58.52,
0.24,0.62,0.78,82.95,-44.87,
0.20,0.50,0.83,81.20,-29.540.56,
0.05,0.63,1.33,56.35,-13.4410.64,
0.01,0.99,1.49,-4.69,1.8213.44,
-0.05,1.20,1.17,0.98,25.061.68,
-0.01,1.54,1.23,42.00,40.95-16.59,
-0.07,1.70,1.17,80.01,36.33-30.73,
-0.19,1.53,0.93,84.77,29.96-36.19,
-0.10,1.24,0.83,78.96,31.36-37.24,
-0.05,0.86,0.71,85.47,35.42-38.50,
-0.09,0.58,0.59,91.98,29.12-38.71,
-0.07,0.39,0.53,98.56,16.52-38.64,
-0.07,0.49,0.49,104.65,6.93-39.76,
-0.08,0.52,0.44,102.48,1.40-40.81,
-0.11,0.56,0.39,99.05,-44.38,
-0.15,0.61,0.39,94.57,-49.07,
-0.16,0.67,0.40,90.65,-52.01,
-0.15,0.77,0.41,86.52,-55.09,
-0.14,0.82,0.43,86.17,-57.75,
-0.12,0.89,0.43,89.74,-62.79,
-0.12,0.95,0.41,98.42,-66.64,
-0.10,0.99,0.40,105.77,-70.00,
-0.05,1.01,0.39,115.29,-73.85,
0.01,1.00,0.37,121.80,-75.39,
0.05,0.94,0.35,125.44,-76.51,
0.06,0.91,0.33,128.31,-82.04,
0.13,0.92,0.33,127.33,-81.90,
0.14,0.92,0.32,120.40,-79.80,
0.12,0.89,0.30,118.23,-81.48,
0.13,0.90,0.31,114.31,-83.93,
0.12,0.91,0.31,109.83,-85.33,
0.12,0.94,0.34,109.13,-87.71,
0.10,0.94,0.33,103.67,-84.14,
0.07,0.95,0.29,98.77,-83.65,
0.05,0.99,0.31,93.87,-80.22,
0.06,1.02,0.23,85.05,-77.14,
0.01,1.01,0.23,78.12,-75.46,
0.01,0.95,0.21,71.05,-72.45,
0.01,0.91,0.17,63.07,-70.91,
0.03,0.83,0.17,56.77,-65.03,
0.04,0.78,0.18,50.47,-59.99,
0.04,0.78,0.17,46.41,-53.97,
0.06,0.77,0.15,46.34,-45.71,
0.06,0.76,0.15,46.76,-36.05,
0.03,0.77,0.12,50.68,-32.13,
0.00,0.75,0.14,50.19,-30.45,
0.01,0.76,0.15,49.56,-29.82,
-0.02,0.77,0.10,51.24,-35.35,
-0.02,0.78,0.10,53.06,-43.96,
-0.02,0.82,0.11,51.17,-49.21,
-0.06,0.86,0.13,47.04,-51.80,
-0.04,0.91,0.16,41.65,-56.35,
-0.04,0.92,0.20,40.74,-57.12,
-0.02,0.96,0.21,42.49,-54.39,
0.00,0.98,0.20,40.25,-49.49,
0.04,0.98,0.18,36.75,-41.30,
0.12,1.04,0.16,27.65,-38.92,
0.13,1.01,0.15,21.35,-34.58,
0.17,1.00,0.15,17.50,-34.93,
0.19,0.99,0.16,15.96,-35.28,
0.18,0.98,0.16,12.95,-34.37,
0.21,1.01,0.17,13.37,-31.92,
0.18,1.03,0.17,11.55,-30.17,
0.17,1.04,0.19,12.53,-25.27,
0.16,1.07,0.20,14.07,-20.58,
0.11,1.09,0.22,14.77,-18.69,
0.09,1.10,0.23,14.00,-16.17,
0.12,1.13,0.23,11.83,4.06-18.62,
0.13,1.14,0.22,9.73,9.45-22.19,
0.13,1.19,0.19,6.44,12.88-23.52,
0.14,1.26,0.16,0.35,14.00-21.98,
0.14,1.32,0.15,-6.58,13.44-19.39,
0.13,1.35,0.18,-11.06,14.28-16.59,
0.09,1.37,0.20,-15.75,15.54-13.23,
0.02,1.42,0.18,-20.37,16.66-11.76,
-0.04,1.46,0.14,-28.56,17.57-9.03,
-0.10,1.47,0.11,-38.71,18.41-3.85,
-0.15,1.49,0.12,-47.67,19.812.24,
-0.22,1.50,0.12,-54.11,21.848.19,
-0.28,1.49,0.12,-64.05,22.6814.84,
-0.32,1.44,0.16,-71.26,21.7721.56,
-0.31,1.36,0.27,-75.95,19.9525.97,
-0.33,1.29,0.34,-81.76,16.0329.33,
-0.35,1.24,0.38,-89.81,9.8028.28,
-0.31,1.19,0.41,-102.62,2.9425.20,
-0.25,1.11,0.45,-116.06,2.1021.49,
-0.18,1.03,0.45,-131.95,4.2721.00,
-0.08,0.97,0.48,-141.96,10.9223.94,
0.01,0.96,0.52,-150.22,19.4627.72,
0.05,0.99,0.53,-160.65,24.5733.53,
0.05,1.05,0.56,-175.14,24.5040.95,
0.07,1.06,0.52,-187.18,18.6948.72,
0.06,1.12,0.42,-185.43,7.5655.93,
0.06,1.11,0.38,-176.05,-2.3162.30,
0.09,1.10,0.41,-159.81,-3.1566.71,
0.09,1.05,0.41,-143.15,-1.1268.60,
0.12,0.93,0.42,-123.90,4.5571.19,
0.05,0.89,0.40,-106.26,12.6072.52,
0.01,0.84,0.38,-71.89,21.1473.36,
-0.09,0.81,0.37,-72.66,28.1471.75,
-0.11,0.79,0.41,-54.39,31.4371.12,
-0.13,0.81,0.52,-49.35,33.8169.23,
-0.12,0.84,0.59,-52.50,34.0267.34,
-0.10,0.87,0.61,-58.45,35.9866.22,
-0.04,0.93,0.65,-68.39,38.3667.34,
-0.10,0.84,0.63,-93.31,36.1267.34,
-0.07,0.78,0.58,-118.65,34.5166.50,
-0.03,0.65,0.50,-134.68,35.7763.91,
-0.05,0.42,0.44,-138.74,39.5560.34,
0.01,0.33,0.38,69.51,-65.03,
0.02,0.36,0.36,67.83,-65.03,
0.03,0.39,0.35,66.15,-64.75,
0.02,0.41,0.33,65.59,-64.89,
0.02,0.43,0.29,65.59,-64.68,
0.00,0.45,0.27,65.52,-61.32,
0.01,0.50,0.29,64.96,-59.92,
0.01,0.51,0.34,66.43,-62.02,
-0.01,0.52,0.38,67.62,-65.38,
-0.02,0.53,0.41,66.57,-69.44,
-0.02,0.54,0.43,68.81,-73.15,
0.01,0.60,0.43,74.48,-77.00,
0.05,0.67,0.43,79.66,-81.20,
0.10,0.72,0.43,79.87,-86.17,
0.18,0.75,0.42,74.83,-90.44,
0.22,0.74,0.43,65.24,-92.19,
0.23,0.71,0.43,58.94,-89.88,
0.23,0.69,0.47,55.86,-84.21,
0.23,0.70,0.52,54.53,-75.18,
0.20,0.71,0.54,57.33,-66.71,
0.17,0.78,0.57,61.04,-58.31,
0.18,0.87,0.61,62.37,-53.69,
0.21,0.93,0.66,61.04,-51.17,
0.23,1.01,0.68,56.21,-49.35,
0.25,1.05,0.68,47.39,-49.35,
0.26,1.06,0.66,36.26,-50.68,
0.24,1.02,0.62,21.84,-51.94,
0.21,0.93,0.59,8.40,-55.86,
0.18,0.77,0.67,-4.90,-58.66,
0.04,0.67,0.89,-9.17,-53.27,
-0.07,0.82,0.91,-6.51,-44.31,
-0.11,1.24,0.89,1.26,-36.75,
-0.15,1.16,0.79,17.43,-41.586.30,
-0.18,1.32,0.43,27.30,-73.7816.80,
-0.10,1.34,-0.06,67.69,-86.6623.31,
-0.04,1.32,-0.09,68.04,-80.7828.77,
0.04,1.32,0.11,70.98,-52.4330.03,
-0.02,1.48,-0.01,61.88,-27.9323.66,
-0.12,1.55,-0.17,55.93,-22.4712.18,
-0.12,1.54,-0.23,50.68,-32.768.68,
-0.08,1.63,-0.07,50.26,-41.518.47,
-0.11,1.54,0.26,29.47,-47.673.99,
-0.17,1.38,0.31,21.84,-56.35,
-0.22,1.28,0.20,14.98,-71.82,
-0.29,1.19,0.21,13.30,-89.81,
-0.26,1.26,0.13,21.14,-99.40,
-0.24,1.31,0.09,30.87,-110.81,
-0.20,1.35,0.01,44.24,-122.85,
-0.08,1.29,-0.03,53.97,-134.68,
-0.01,1.29,-0.07,54.81,-141.19,
0.04,1.28,-0.10,51.52,-142.59,
0.09,1.22,-0.08,46.06,-138.53,
0.13,1.15,-0.08,39.69,-130.76,
0.11,1.12,-0.03,29.47,-126.91,
0.12,1.07,0.02,18.90,-123.41,
0.11,1.02,0.05,15.12,-121.59,
0.09,0.97,0.03,13.37,-120.96,
0.03,0.93,0.03,15.05,-124.88,
-0.01,0.87,0.06,16.80,-126.35,
-0.04,0.82,0.03,20.16,-126.98,
-0.05,0.77,0.01,22.68,-128.59,
-0.04,0.74,-0.02,27.09,-131.25,
-0.01,0.75,-0.02,29.40,-135.03,
0.03,0.76,-0.01,30.31,-137.97,
0.06,0.77,0.01,31.01,-138.95,
0.10,0.79,0.02,31.92,-137.83,
0.13,0.78,0.01,33.46,-135.52,
0.16,0.79,0.04,33.74,-131.18,
0.18,0.78,0.04,33.39,-126.00,
0.20,0.80,0.05,33.32,-121.94,
0.21,0.81,0.06,33.32,-120.96,
0.22,0.84,0.04,31.85,-118.02,
0.22,0.90,0.07,30.10,-114.87,
0.19,0.92,0.08,28.35,-115.15,
0.18,0.96,0.10,24.36,-113.75,
0.21,0.99,0.09,20.51,-112.98,
0.23,1.02,0.06,15.82,-109.83,
0.22,1.05,0.09,10.29,-105.84,
0.23,1.07,0.12,8.40,-98.07,
0.24,1.09,0.11,7.35,-89.39,
0.23,1.09,0.10,7.28,-81.34,
0.24,1.09,0.08,7.42,-72.45,
0.24,1.10,0.06,6.37,-64.40,
0.28,1.09,0.08,5.74,-55.44,
0.29,1.11,0.13,4.06,-47.95,
0.27,1.12,0.17,-0.42,-40.74,
0.21,1.13,0.21,-6.86,-39.061.12,
0.16,1.14,0.23,-14.77,-41.934.13,
0.11,1.15,0.23,-23.52,-46.346.30,
0.10,1.20,0.19,-36.75,-51.038.68,
0.07,1.26,0.14,-53.83,-53.4815.61,
0.00,1.30,0.14,-73.29,-53.9027.09,
-0.10,1.30,0.19,-89.74,-54.9542.07,
-0.23,1.22,0.22,-105.77,-60.9759.78,
-0.35,1.17,0.26,-116.34,-71.2677.28,
-0.44,1.11,0.30,-125.44,-83.4490.79,
-0.47,1.01,0.33,-131.32,-96.25100.10,
-0.50,0.98,0.36,-136.85,-108.57100.17,
-0.54,1.00,0.43,-141.75,-122.9296.18,
-0.49,1.01,0.52,-139.37,-129.0190.44,
-0.46,1.17,0.54,-127.82,-129.8580.29,
-0.39,1.34,0.51,-123.13,-125.6566.22,
-0.28,1.37,0.45,-119.98,-111.1650.33,
-0.19,1.30,0.33,-112.56,-90.9329.89,
-0.13,1.14,0.29,-103.95,-68.4614.91,
-0.14,1.06,0.31,-105.56,-47.46,
-0.03,0.92,0.32,-108.36,-43.05,
0.04,0.89,0.34,-102.06,-38.64,
0.10,0.81,0.42,-91.77,-36.54,
0.08,0.79,0.42,-81.76,-32.76,
0.01,0.83,0.43,-79.24,-43.129.03,
-0.04,0.84,0.43,-81.27,-51.1717.64,
-0.05,0.80,0.44,-82.39,-53.2023.59,
-0.08,0.77,0.44,-77.21,-54.9525.41,
-0.10,0.75,0.45,-70.14,-55.5123.94,
-0.13,0.69,0.44,-59.99,-55.4419.53,
-0.14,0.62,0.44,-51.17,-52.718.54,
-0.14,0.55,0.41,-41.16,-50.750.21,
-0.13,0.53,0.37,-30.17,-57.47,
-0.05,0.46,0.35,-1.89,-63.77,
-0.02,0.47,0.36,-13.93,-67.76,
0.01,0.47,0.41,-14.00,-72.52,
0.00,0.47,0.41,-14.00,-74.76,
0.04,0.48,0.41,-10.29,-75.67,
0.04,0.49,0.43,-0.70,-73.22,
0.01,0.51,0.43,11.41,-74.34,
0.01,0.54,0.44,20.16,-75.39,
0.00,0.58,0.45,27.09,-78.40,
-0.02,0.59,0.50,31.01,-83.16,
0.00,0.56,0.49,42.35,-86.94,
-0.01,0.60,0.45,48.37,-86.73,
0.06,0.61,0.44,50.40,-80.99,
0.10,0.66,0.50,52.71,-73.08,
0.14,0.71,0.61,56.07,-62.58,
0.15,0.79,0.72,55.02,-54.67,
0.17,0.92,0.78,47.95,-50.05,
0.21,1.00,0.82,38.57,-46.48,
0.25,0.98,0.85,28.14,-42.77,
0.26,0.93,0.86,17.71,-40.39,
0.23,0.85,0.84,7.77,-39.06,
0.20,0.80,0.78,2.17,-37.52,
0.20,0.74,0.69,1.26,-33.32,
0.21,0.64,0.61,6.93,-26.250.63,
0.20,0.59,0.48,14.56,-26.255.95,
0.14,0.54,0.43,21.70,-31.7111.41,
0.06,0.51,0.48,31.15,-36.8217.99,
-0.01,0.59,0.54,43.96,-43.2621.56,
-0.09,0.74,0.57,60.62,-51.9423.59,
